consumer_id,per_week_purchase_total,per_week_unique_ips,per_week_update_account,per_week_payment_method_change
11001,0.0,1.0,1.0,0.0
11002,0.0,1.0,,0.0
11003,18.39,1.0,,0.0
11004,238.75000000000003,3.0,11.0,0.0
11005,29.59,1.0,,0.0
11006,,1.0,,0.0
11007,,1.0,,0.0
11009,25.51,1.0,5.0,0.0
11010,,2.0,3.0,1.0
11011,0.0,1.0,,0.0
11013,54.54,3.0,1.0,0.0
11014,226.17,3.0,32.0,23.0
11016,,1.0,,0.0
11017,52.99,2.0,4.0,0.0
11018,0.0,1.0,,0.0
11019,33.3,2.0,13.0,3.0
11020,28.7,1.0,,0.0
11021,22.23,1.0,3.0,0.0
11022,,1.0,5.0,0.0
11025,,1.0,,0.0
11026,38.26,1.0,,0.0
11029,,1.0,,0.0
11032,0.0,1.0,1.0,0.0
11033,,1.0,,0.0
11035,0.0,2.0,12.0,2.0
11036,17.53,1.0,,0.0
11037,,1.0,5.0,1.0
11038,59.53,1.0,,0.0
11040,64.19,2.0,6.0,1.0
11042,12.1,2.0,2.0,0.0
11043,739.94,2.0,5.0,0.0
11045,21.75,1.0,,0.0
11047,33.760000000000005,3.0,26.0,20.0
11049,,1.0,,0.0
11050,,2.0,3.0,0.0
11051,34.26,2.0,2.0,3.0
11052,,1.0,2.0,0.0
11054,31.33,1.0,2.0,0.0
11057,,1.0,,0.0
11059,81.31,1.0,,1.0
11060,0.0,1.0,,0.0
11061,75.29,2.0,,1.0
11063,26.47,1.0,,0.0
11065,20.76,1.0,,0.0
11066,28.77,1.0,,0.0
11067,14.9,1.0,,0.0
11068,37.87,1.0,1.0,1.0
11069,22.63,1.0,,0.0
11070,0.0,1.0,,0.0
11071,24.61,1.0,,0.0
11072,,1.0,,0.0
11073,8.131423554589317,1.0,2.0,0.0
11074,0.0,1.0,,0.0
11075,41.63,1.0,2.0,1.0
11076,0.0,1.0,1.0,0.0
11077,,1.0,,0.0
11078,57.65000000000001,1.0,4.0,0.0
11079,,2.0,,0.0
11080,,1.0,,0.0
11083,,1.0,2.0,0.0
11084,181.35,3.0,20.0,0.0
11085,26.11,1.0,,0.0
11087,67.56,1.0,1.0,0.0
11089,0.0,1.0,,0.0
11090,154.98999999999995,1.0,10.0,5.0
11091,0.0,1.0,,0.0
11092,0.0,1.0,1.0,0.0
11093,66.91,1.0,,0.0
11094,,1.0,,0.0
11097,0.0,1.0,2.0,0.0
11098,0.0,1.0,,0.0
11099,,2.0,5.0,1.0
11100,25.45,2.0,,0.0
11101,,1.0,,0.0
11102,,1.0,,0.0
11103,18.99,1.0,,0.0
11104,,1.0,,0.0
11105,4.33,2.0,1.0,1.0
11106,19.24,1.0,,0.0
11107,,1.0,,0.0
11108,71.17,1.0,,0.0
11109,,1.0,,0.0
11111,,1.0,1.0,0.0
11112,0.0,1.0,1.0,0.0
11114,0.0,2.0,,0.0
11115,65.12,2.0,9.0,0.0
11116,0.0,1.0,,0.0
11117,26.72,1.0,,0.0
11118,60.72,2.0,1.0,0.0
11120,20.49,1.0,,0.0
11121,0.0,1.0,,0.0
11122,,1.0,,0.0
11123,39.53,2.0,,0.0
11124,,1.0,1.0,0.0
11125,102.16,1.0,13.0,0.0
11127,13.05,2.0,5.0,0.0
11128,0.0,1.0,,0.0
11129,155.03,1.0,2.0,0.0
11130,195.28,3.0,13.0,0.0
11131,0.0,1.0,2.0,0.0
11132,29.3,1.0,3.0,0.0
11134,,1.0,1.0,0.0
11135,17.21,2.0,,0.0
11136,44.08,1.0,,0.0
11137,,1.0,3.0,0.0
11138,,1.0,,0.0
11139,,1.0,1.0,0.0
11141,,1.0,,0.0
11142,,3.0,7.0,1.0
11143,,1.0,3.0,0.0
11145,8.440000000000001,1.0,,0.0
11146,62.15,2.0,,0.0
11147,67.10118438648321,1.0,,0.0
11148,24.0,1.0,1.0,0.0
11149,,1.0,,0.0
11150,46.22,1.0,,0.0
11151,0.0,1.0,1.0,0.0
11152,,1.0,,0.0
11153,,1.0,,0.0
11154,14.21,1.0,,0.0
11155,0.0,1.0,,2.0
11158,19.91,1.0,3.0,1.0
11159,0.0,1.0,2.0,0.0
11160,158.7,3.0,,0.0
11161,59.69,1.0,,0.0
11163,,1.0,,0.0
11164,,1.0,,0.0
11165,18.25,1.0,,0.0
11167,0.0,1.0,1.0,0.0
11168,21.91,1.0,,0.0
11169,,1.0,,0.0
11172,55.93,1.0,,0.0
11173,28.56,1.0,,2.0
11174,,1.0,6.0,0.0
11176,19.93,1.0,5.0,0.0
11177,26.77,1.0,,0.0
11178,19.14,2.0,2.0,0.0
11179,,1.0,,0.0
11180,41.36,1.0,,0.0
11183,48.61,1.0,,0.0
11184,0.0,1.0,1.0,1.0
11187,60.33,2.0,,0.0
11189,,1.0,,0.0
11190,,1.0,,0.0
11191,,1.0,,3.0
11192,0.0,3.0,1.0,0.0
11193,39.99,1.0,,0.0
11194,,1.0,2.0,0.0
11195,,1.0,,0.0
11196,,1.0,,0.0
11197,,1.0,,0.0
11198,74.87,1.0,,1.0
11200,,1.0,,0.0
11202,0.0,1.0,,0.0
11203,,1.0,2.0,0.0
11205,48.27,1.0,,0.0
11206,,2.0,2.0,1.0
11207,42.33,1.0,4.0,0.0
11208,90.32,2.0,3.0,1.0
11209,0.0,1.0,,0.0
11210,37.12,2.0,3.0,0.0
11213,22.84,1.0,,0.0
11214,20.0,1.0,,0.0
11215,,1.0,1.0,0.0
11216,50.77,1.0,4.0,0.0
11217,,1.0,,0.0
11218,,1.0,,0.0
11219,,1.0,,0.0
11220,0.0,1.0,,0.0
11221,,1.0,,0.0
11222,,1.0,7.0,0.0
11223,,1.0,1.0,0.0
11224,18.29,1.0,,0.0
11225,,1.0,,0.0
11226,53.59,2.0,,0.0
11227,0.0,1.0,4.0,0.0
11228,18.78,1.0,9.0,1.0
11229,0.0,1.0,1.0,0.0
11231,0.0,1.0,2.0,1.0
11232,29.62,1.0,,0.0
11233,4.64,1.0,3.0,0.0
11234,,1.0,,0.0
11235,27.79,1.0,1.0,0.0
11236,22.06,1.0,,1.0
11237,0.0,1.0,,0.0
11238,0.0,1.0,,0.0
11239,47.32,1.0,2.0,0.0
11240,34.95,1.0,3.0,0.0
11242,22.94,1.0,2.0,0.0
11243,31.6,1.0,3.0,0.0
11244,15.37,1.0,3.0,0.0
11245,30.49,1.0,,0.0
11246,0.0,2.0,2.0,0.0
11247,0.0,2.0,,0.0
11248,28.24,1.0,,0.0
11249,,1.0,,0.0
11251,,1.0,,0.0
11252,0.0,1.0,,0.0
11253,60.28,4.0,3.0,0.0
11255,0.0,1.0,,0.0
11258,,1.0,,0.0
11259,0.0,1.0,4.0,1.0
11262,,1.0,1.0,0.0
11263,58.04,1.0,,0.0
11264,,1.0,,0.0
11265,,1.0,,5.0
11266,29.0,1.0,,0.0
11267,0.0,1.0,,0.0
11268,78.64,2.0,8.0,0.0
11269,76.56,2.0,7.0,2.0
11272,4.01,2.0,2.0,0.0
11273,,1.0,,0.0
11274,77.65,3.0,4.0,0.0
11275,18.78,1.0,3.0,0.0
11276,,1.0,,0.0
11277,25.44,3.0,2.0,0.0
11278,,1.0,,0.0
11280,0.0,1.0,,0.0
11282,,1.0,4.0,1.0
11284,,2.0,4.0,0.0
11285,,1.0,,0.0
11286,24.51,2.0,,3.0
11287,,1.0,5.0,0.0
11288,,1.0,1.0,0.0
11289,72.59,3.0,8.0,4.0
11290,63.48,2.0,3.0,0.0
11291,,1.0,6.0,0.0
11292,22.34,1.0,,0.0
11294,0.0,1.0,1.0,0.0
11295,0.0,1.0,,0.0
11297,26.36,1.0,1.0,0.0
11298,17.2,1.0,,0.0
11300,206.38,1.0,,0.0
11301,24.16,1.0,,0.0
11304,,3.0,7.0,4.0
11305,0.0,1.0,,0.0
11306,7.6,2.0,3.0,0.0
11307,27.01,1.0,,0.0
11308,282.25,3.0,5.0,0.0
11309,25.77,1.0,,0.0
11310,24.48,3.0,2.0,0.0
11311,,1.0,6.0,2.0
11312,,1.0,,0.0
11313,0.0,1.0,1.0,0.0
11314,5.19,4.0,9.0,3.0
11317,,1.0,,0.0
11319,30.39,1.0,,0.0
11320,,3.0,8.0,1.0
11321,6.38,1.0,4.0,0.0
11322,,1.0,1.0,0.0
11323,39.25,1.0,,0.0
11324,23.65,1.0,,0.0
11325,21.68,1.0,8.0,0.0
11326,,1.0,,0.0
11327,,1.0,1.0,0.0
11329,3.77,1.0,4.0,0.0
11331,35.86,1.0,4.0,0.0
11332,0.0,1.0,8.0,2.0
11333,0.0,1.0,,0.0
11334,51.58,1.0,7.0,1.0
11335,,1.0,2.0,0.0
11336,19.43,1.0,,0.0
11337,44.34,1.0,,0.0
11338,22.04,1.0,,0.0
11340,0.0,1.0,,0.0
11342,17.28,2.0,,0.0
11344,,1.0,,0.0
11345,29.75,1.0,2.0,0.0
11349,55.74,3.0,4.0,0.0
11350,,1.0,1.0,0.0
11353,,1.0,6.0,0.0
11354,92.38,1.0,7.0,0.0
11355,,2.0,6.0,1.0
11356,0.0,1.0,,0.0
11357,14.6,1.0,1.0,0.0
11359,30.46,1.0,,0.0
11360,,2.0,,0.0
11361,0.0,2.0,1.0,0.0
11362,,1.0,1.0,1.0
11363,55.78,1.0,4.0,0.0
11365,,1.0,1.0,0.0
11366,26.44,2.0,1.0,0.0
11367,0.0,2.0,2.0,0.0
11368,,2.0,1.0,0.0
11369,33.61,3.0,1.0,0.0
11370,,1.0,,0.0
11372,0.0,1.0,2.0,1.0
11374,119.61,1.0,,0.0
11375,0.0,1.0,,0.0
11378,296.41,1.0,6.0,0.0
11379,49.0,1.0,1.0,0.0
11380,24.69,3.0,4.0,5.0
11381,29.93,1.0,4.0,0.0
11382,,1.0,,0.0
11383,0.0,2.0,,0.0
11384,149.6,3.0,4.0,0.0
11386,0.0,1.0,2.0,0.0
11387,,1.0,,0.0
11388,22.82,1.0,7.0,0.0
11389,123.68999999999998,2.0,3.0,0.0
11390,,1.0,,0.0
11392,91.78,2.0,,0.0
11393,,1.0,,0.0
11396,7.56,1.0,3.0,0.0
11398,24.08,1.0,,0.0
11399,632.47,1.0,4.0,0.0
11400,15.09,2.0,1.0,0.0
11401,,1.0,,0.0
11402,,1.0,,0.0
11403,,1.0,,0.0
11404,15.37,3.0,7.0,0.0
11405,150.43,4.0,,0.0
11406,85.69,1.0,3.0,1.0
11408,0.0,1.0,,0.0
11409,95.5,1.0,2.0,0.0
11410,,1.0,,0.0
11411,46.5,1.0,4.0,0.0
11413,,2.0,2.0,0.0
11416,,2.0,5.0,0.0
11417,,1.0,,0.0
11419,56.72,1.0,,0.0
11421,4.33,2.0,2.0,1.0
11422,,1.0,2.0,0.0
11423,0.0,2.0,3.0,0.0
11424,155.99,1.0,,0.0
11425,,1.0,8.0,1.0
11426,0.0,2.0,2.0,0.0
11427,23.37,1.0,,0.0
11428,56.4,1.0,2.0,0.0
11429,0.0,1.0,1.0,0.0
11430,18.95,2.0,,0.0
11431,0.0,1.0,1.0,0.0
11432,,1.0,1.0,0.0
11433,29.76,1.0,,0.0
11435,52.05,1.0,1.0,1.0
11436,14.71,1.0,7.0,0.0
11438,0.0,1.0,4.0,3.0
11439,30.56,1.0,,0.0
11440,36.96,4.0,9.0,2.0
11442,48.61,1.0,1.0,0.0
11444,173.2,1.0,3.0,1.0
11445,0.0,1.0,5.0,0.0
11446,,1.0,,0.0
11447,0.0,1.0,1.0,0.0
11449,,1.0,,0.0
11450,58.92,1.0,,0.0
11451,,1.0,,1.0
11452,0.0,1.0,2.0,1.0
11453,0.0,1.0,,0.0
11454,0.0,1.0,,0.0
11455,59.24,2.0,,1.0
11456,,1.0,1.0,0.0
11457,,2.0,1.0,0.0
11458,179.93,1.0,,0.0
11459,164.36,2.0,6.0,3.0
11460,,1.0,,0.0
11461,,1.0,,0.0
11463,,2.0,,0.0
11464,28.57,1.0,1.0,0.0
11465,4.33,2.0,1.0,1.0
11467,0.0,1.0,1.0,0.0
11468,,1.0,1.0,0.0
11469,500.74292103261376,4.0,23.0,3.0
11470,24.99,1.0,,0.0
11471,0.0,1.0,1.0,0.0
11472,,1.0,15.0,10.0
11473,,1.0,,0.0
11474,134.09,2.0,,0.0
11476,14.0,4.0,4.0,0.0
11477,13.51,2.0,4.0,0.0
11478,,1.0,,0.0
11479,,1.0,,0.0
11480,21.83,1.0,5.0,0.0
11481,,1.0,,0.0
11483,0.0,1.0,1.0,0.0
11484,26.48,1.0,,0.0
11485,,1.0,,0.0
11486,,1.0,,0.0
11488,24.53,1.0,2.0,0.0
11489,20.24,1.0,,0.0
11490,71.86,1.0,1.0,0.0
11491,23.03,1.0,,0.0
11492,0.0,2.0,1.0,0.0
11493,,1.0,,0.0
11494,32.31,1.0,,0.0
11496,0.0,1.0,1.0,0.0
11497,,1.0,,0.0
11498,36.85,1.0,,0.0
11499,73.52000000000002,1.0,,0.0
11500,13.96,1.0,4.0,0.0
11501,,1.0,,0.0
11502,18.94,2.0,2.0,0.0
11503,67.63,1.0,,0.0
11504,,1.0,2.0,0.0
11506,70.6,1.0,,0.0
11507,90.32,3.0,7.0,1.0
11508,43.83,3.0,,0.0
11509,24.73,1.0,,0.0
11510,,1.0,1.0,0.0
11511,0.0,1.0,1.0,0.0
11512,132.75,2.0,8.0,0.0
11513,13.63,1.0,,0.0
11514,73.11,1.0,,3.0
11515,19.78,2.0,,0.0
11516,,1.0,,1.0
11517,,1.0,,0.0
11518,23.73,2.0,5.0,5.0
11519,31.93,1.0,2.0,0.0
11520,45.56,2.0,,0.0
11521,0.0,1.0,,0.0
11522,32.72,1.0,,0.0
11523,,1.0,1.0,0.0
11524,19.21,1.0,,0.0
11525,28.89818612414325,1.0,,0.0
11526,89.84,2.0,4.0,0.0
11527,,1.0,1.0,0.0
11528,66.22999999999999,2.0,5.0,9.0
11529,,1.0,,0.0
11532,,1.0,,0.0
11533,0.0,1.0,,0.0
11534,55.74,2.0,,0.0
11535,,1.0,,0.0
11536,81.28999999999998,6.0,12.0,7.0
11537,44.49,3.0,15.0,5.0
11539,0.0,1.0,1.0,0.0
11540,13.64,1.0,5.0,0.0
11541,60.43000000000001,3.0,,0.0
11542,32.54,2.0,,0.0
11543,,3.0,2.0,0.0
11544,,1.0,1.0,0.0
11545,,1.0,,0.0
11547,29.04,1.0,,0.0
11548,12.05,1.0,4.0,0.0
11549,,1.0,,0.0
11550,0.0,3.0,3.0,0.0
11551,22.47,1.0,,0.0
11553,,2.0,,0.0
11554,0.0,1.0,,0.0
11555,0.0,2.0,,0.0
11556,70.41,1.0,,0.0
11557,,1.0,,0.0
11558,150.33,3.0,,0.0
11559,16.41,2.0,1.0,1.0
11561,0.0,2.0,2.0,0.0
11562,,1.0,1.0,0.0
11563,27.52,1.0,,0.0
11564,17.93,1.0,,0.0
11565,,1.0,,0.0
11567,20.63,1.0,4.0,0.0
11568,114.23,1.0,,0.0
11570,27.33,1.0,,0.0
11571,50.97,1.0,,0.0
11572,,1.0,,0.0
11573,56.97,1.0,,1.0
11574,0.0,1.0,,0.0
11575,0.0,1.0,1.0,0.0
11576,,2.0,1.0,0.0
11577,,1.0,,2.0
11578,139.64,1.0,,0.0
11579,117.71,1.0,3.0,0.0
11582,230.89,4.0,10.0,0.0
11583,,1.0,7.0,0.0
11584,,1.0,,0.0
11587,1022.94,3.0,,0.0
11588,,1.0,,0.0
11589,37.36,1.0,1.0,0.0
11590,,1.0,,0.0
11591,0.0,1.0,,0.0
11592,,2.0,,0.0
11593,,1.0,,0.0
11595,14.43,1.0,,1.0
11596,,1.0,,0.0
11597,57.52,2.0,,0.0
11598,4.33,2.0,1.0,1.0
11599,,1.0,2.0,1.0
11600,,1.0,1.0,0.0
11601,0.0,1.0,,0.0
11602,20.63,1.0,3.0,0.0
11603,98.17,6.0,20.0,9.0
11604,,1.0,,1.0
11605,95.46,2.0,5.0,0.0
11606,,1.0,,0.0
11607,,1.0,8.0,4.0
11608,0.0,1.0,,0.0
11609,18.71,1.0,1.0,0.0
11610,78.39,3.0,1.0,0.0
11611,0.0,1.0,1.0,0.0
11612,31.54,2.0,2.0,0.0
11613,0.0,1.0,1.0,0.0
11614,31.66,1.0,,0.0
11615,0.0,2.0,,0.0
11616,,2.0,,0.0
11617,0.0,1.0,7.0,2.0
11618,29.97,2.0,,0.0
11619,39.02,2.0,2.0,0.0
11620,60.2,1.0,,0.0
11621,0.0,1.0,3.0,0.0
11622,5.52,1.0,4.0,0.0
11623,,2.0,9.0,1.0
11624,42.53,1.0,,1.0
11625,34.06,1.0,,0.0
11626,,2.0,10.0,0.0
11627,15.49,1.0,,0.0
11629,59.04,1.0,6.0,0.0
11630,48.66,1.0,,0.0
11631,,3.0,2.0,0.0
11632,91.77,5.0,,0.0
11634,0.0,1.0,1.0,0.0
11635,0.0,1.0,,0.0
11636,0.0,1.0,,1.0
11637,257.51,4.0,,1.0
11638,54.49,4.0,1.0,0.0
11639,,1.0,,0.0
11640,32.18,1.0,,0.0
11643,,1.0,1.0,0.0
11644,35.13,2.0,7.0,0.0
11645,202.47000000000003,5.0,3.0,0.0
11646,,1.0,,0.0
11647,0.0,1.0,,0.0
11648,101.17,3.0,,0.0
11649,,1.0,3.0,0.0
11650,,2.0,2.0,0.0
11652,,1.0,1.0,0.0
11653,,1.0,5.0,0.0
11654,42.7,2.0,,0.0
11656,,1.0,,0.0
11657,22.48,2.0,2.0,0.0
11658,,1.0,,0.0
11661,0.0,1.0,,0.0
11662,,1.0,,0.0
11663,20.56,1.0,,0.0
11664,,1.0,,0.0
11665,219.67,4.0,6.0,0.0
11666,17.86,1.0,1.0,0.0
11667,,1.0,,0.0
11669,28.63,2.0,1.0,0.0
11670,84.81,1.0,,0.0
11671,,1.0,1.0,0.0
11672,97.09,2.0,2.0,1.0
11673,,1.0,1.0,0.0
11674,,1.0,,1.0
11675,112.6,4.0,9.0,0.0
11676,0.0,1.0,1.0,0.0
11677,24.58,1.0,6.0,0.0
11679,0.0,1.0,,0.0
11680,0.0,1.0,,0.0
11681,696.78,3.0,15.0,2.0
11682,,1.0,1.0,0.0
11683,,1.0,4.0,2.0
11684,0.0,1.0,,0.0
11685,,1.0,,0.0
11686,,1.0,,0.0
11687,20.79,1.0,1.0,1.0
11689,30.32,3.0,2.0,1.0
11690,20.93,1.0,,0.0
11691,4.33,2.0,1.0,1.0
11692,0.0,1.0,1.0,0.0
11693,0.0,1.0,4.0,2.0
11694,0.0,1.0,,0.0
11695,21.09,1.0,,0.0
11696,0.0,1.0,1.0,0.0
11697,19.66,1.0,,0.0
11698,18.29,1.0,,0.0
11699,35.69,3.0,6.0,4.0
11701,,1.0,7.0,0.0
11702,0.0,1.0,,0.0
11703,84.03999999999998,2.0,2.0,0.0
11704,16.88,3.0,2.0,0.0
11705,138.85,1.0,29.0,27.0
11706,32.15,2.0,,0.0
11707,,1.0,1.0,0.0
11708,,1.0,,0.0
11709,,1.0,2.0,0.0
11710,23.29,1.0,,0.0
11711,65.07,1.0,,0.0
11712,,1.0,,0.0
11713,79.6,2.0,,0.0
11714,112.54,1.0,,1.0
11716,,1.0,,0.0
11717,25.34,1.0,,0.0
11718,,1.0,,0.0
11720,21.04,1.0,1.0,0.0
11721,76.35,2.0,,0.0
11722,0.0,1.0,,0.0
11723,,1.0,2.0,0.0
11724,,1.0,,0.0
11725,0.0,1.0,2.0,0.0
11726,,1.0,1.0,0.0
11727,25.71,1.0,7.0,0.0
11728,,1.0,,0.0
11730,13.8,1.0,6.0,0.0
11731,26.37,1.0,,0.0
11732,,1.0,,0.0
11733,16.21,1.0,,0.0
11734,,1.0,,0.0
11735,,1.0,9.0,2.0
11737,,1.0,,0.0
11739,0.0,1.0,3.0,1.0
11740,66.06,1.0,,0.0
11742,0.0,1.0,,0.0
11743,22.45,1.0,,0.0
11744,34.16,1.0,,0.0
11745,35.51,2.0,4.0,0.0
11746,,1.0,1.0,0.0
11747,,1.0,1.0,0.0
11748,0.0,1.0,1.0,1.0
11750,,1.0,,0.0
11751,14.53,3.0,9.0,1.0
11752,16.57,1.0,,0.0
11753,,1.0,,0.0
11754,34.41,2.0,2.0,0.0
11755,,1.0,1.0,0.0
11756,0.0,1.0,,0.0
11758,,1.0,1.0,0.0
11759,0.0,1.0,,0.0
11761,,1.0,1.0,0.0
11762,54.24,1.0,,0.0
11763,13.63,1.0,6.0,1.0
11764,55.29,1.0,,0.0
11765,,2.0,3.0,0.0
11766,51.95,1.0,,0.0
11767,15.98,2.0,25.0,0.0
11768,24.71,1.0,,0.0
11769,,1.0,,0.0
11770,,1.0,1.0,0.0
11771,0.0,1.0,1.0,0.0
11772,,1.0,,0.0
11774,,1.0,2.0,0.0
11775,22.07,1.0,,0.0
11776,0.0,1.0,8.0,0.0
11777,51.64,1.0,,0.0
11778,29.35,1.0,,0.0
11779,46.07,2.0,,0.0
11780,41.43,3.0,8.0,0.0
11781,40.73,1.0,,0.0
11782,0.0,1.0,6.0,4.0
11783,,1.0,4.0,0.0
11784,0.0,1.0,4.0,1.0
11785,13.12,2.0,4.0,0.0
11786,86.43,1.0,,0.0
11787,17.96,1.0,1.0,0.0
11788,0.0,2.0,,0.0
11789,40.1,1.0,,0.0
11790,34.87,1.0,,3.0
11791,32.35,1.0,,0.0
11792,15.24,2.0,5.0,0.0
11793,0.0,2.0,1.0,0.0
11794,,1.0,,0.0
11795,25.68,1.0,1.0,0.0
11796,188.6,1.0,,0.0
11797,,2.0,2.0,0.0
11798,,1.0,1.0,0.0
11799,,1.0,,4.0
11801,24.9,1.0,4.0,0.0
11802,28.31,1.0,,0.0
11803,29.26,1.0,,0.0
11805,,1.0,10.0,0.0
11807,,1.0,4.0,0.0
11808,113.27,3.0,6.0,0.0
11809,33.08,2.0,,1.0
11810,0.0,1.0,1.0,0.0
11811,0.0,1.0,1.0,0.0
11812,61.44,2.0,1.0,1.0
11813,0.0,1.0,,0.0
11814,23.16,1.0,7.0,0.0
11816,49.44,1.0,,0.0
11817,42.85,2.0,,3.0
11818,,1.0,4.0,4.0
11820,38.89,2.0,4.0,0.0
11821,,1.0,,0.0
11822,22.99,1.0,,0.0
11824,32.25,1.0,3.0,0.0
11825,12.109424601023884,1.0,,0.0
11826,446.53,6.0,3.0,0.0
11827,,1.0,1.0,0.0
11828,,1.0,,0.0
11829,,1.0,,0.0
11831,,1.0,,0.0
11832,27.37,1.0,1.0,0.0
11833,0.0,1.0,1.0,0.0
11834,22.67,1.0,,0.0
11835,270.89,4.0,11.0,0.0
11836,36.94,2.0,,0.0
11837,31.97,2.0,,1.0
11838,20.71,1.0,,0.0
11839,42.29,1.0,1.0,0.0
11841,83.14,2.0,,1.0
11842,,1.0,1.0,0.0
11843,,1.0,,0.0
11844,0.0,1.0,,0.0
11845,,1.0,,1.0
11846,44.92999999999999,4.0,,0.0
11847,95.02,2.0,,0.0
11848,0.0,1.0,,0.0
11849,32.23,2.0,5.0,0.0
11850,,1.0,,0.0
11851,0.0,1.0,2.0,0.0
11852,,1.0,,0.0
11853,17.79,1.0,4.0,1.0
11854,0.0,1.0,,0.0
11856,0.0,4.0,6.0,0.0
11857,0.0,2.0,2.0,0.0
11859,36.26,1.0,1.0,0.0
11860,,2.0,,0.0
11862,,2.0,14.0,6.0
11863,,1.0,,0.0
11864,,1.0,2.0,0.0
11865,28.88000000000001,1.0,6.0,1.0
11866,19.19,1.0,1.0,0.0
11867,65.83,1.0,16.0,2.0
11868,0.0,1.0,,0.0
11869,34.99,1.0,,0.0
11870,,1.0,,0.0
11871,,1.0,,0.0
11873,,1.0,2.0,0.0
11874,386.0,4.0,3.0,0.0
11875,138.82,1.0,14.0,0.0
11876,,1.0,,0.0
11877,16.91,1.0,,0.0
11878,18.94,2.0,1.0,0.0
11879,,2.0,4.0,0.0
11880,31.79,2.0,2.0,0.0
11881,,1.0,1.0,0.0
11882,46.57,1.0,2.0,1.0
11883,,1.0,4.0,0.0
11884,48.5,3.0,5.0,0.0
11885,,1.0,,0.0
11887,17.53,2.0,2.0,0.0
11888,38.67,1.0,1.0,0.0
11890,25.72,3.0,2.0,0.0
11891,93.94,3.0,,0.0
11893,,1.0,,0.0
11894,25.877106847036263,1.0,,0.0
11895,64.34,1.0,4.0,1.0
11896,,1.0,,0.0
11897,64.8,2.0,2.0,0.0
11898,64.51,1.0,,0.0
11899,47.7,2.0,4.0,1.0
11900,49.62,1.0,5.0,0.0
11902,,1.0,,0.0
11903,70.19,1.0,,0.0
11906,,1.0,,0.0
11907,4.33,2.0,3.0,1.0
11908,53.25,2.0,3.0,0.0
11909,50.61,2.0,6.0,0.0
11910,,1.0,1.0,0.0
11911,27.82,2.0,1.0,0.0
11912,,1.0,8.0,1.0
11913,0.0,3.0,,0.0
11914,0.0,1.0,,0.0
11915,46.03,1.0,,0.0
11916,,1.0,3.0,0.0
11917,,1.0,,0.0
11918,63.66,1.0,,0.0
11919,20.07,1.0,1.0,0.0
11920,65.01,1.0,,0.0
11921,21.86,1.0,,0.0
11922,,1.0,6.0,4.0
11923,,1.0,1.0,0.0
11924,152.96,1.0,,0.0
11926,,1.0,,0.0
11927,580.7036475312709,2.0,9.0,0.0
11930,16.6,1.0,,0.0
11931,,1.0,,0.0
11932,0.0,2.0,1.0,0.0
11935,16.27,2.0,2.0,0.0
11936,15.071590052750564,1.0,3.0,0.0
11939,0.0,1.0,1.0,0.0
11942,28.59,1.0,,0.0
11943,22.74,2.0,5.0,1.0
11944,0.0,2.0,,0.0
11945,17.88,1.0,,0.0
11947,,1.0,,0.0
11948,96.62,2.0,,0.0
11949,,1.0,,0.0
11950,188.94,1.0,1.0,0.0
11951,,1.0,,0.0
11952,,1.0,,0.0
11953,28.78,1.0,1.0,0.0
11954,0.0,1.0,2.0,0.0
11955,,1.0,,0.0
11956,,1.0,,0.0
11957,,1.0,1.0,0.0
11959,,1.0,3.0,0.0
11960,19.31,1.0,,0.0
11961,20.36,1.0,,0.0
11963,,1.0,,0.0
11964,0.0,2.0,2.0,0.0
11965,55.09,1.0,1.0,0.0
11966,,2.0,4.0,0.0
11967,348.99,1.0,10.0,0.0
11971,,1.0,1.0,0.0
11972,21.47,1.0,4.0,0.0
11973,50.58,1.0,3.0,0.0
11974,33.64,3.0,2.0,0.0
11976,0.0,1.0,,0.0
11977,21.69,1.0,,0.0
11978,0.0,1.0,1.0,0.0
11979,,1.0,3.0,0.0
11980,77.66,3.0,3.0,0.0
11981,16.99,1.0,4.0,0.0
11982,18.55,1.0,,0.0
11984,0.0,3.0,3.0,0.0
11985,,1.0,,0.0
11987,26.15,2.0,,1.0
11988,0.0,1.0,1.0,0.0
11989,53.5,2.0,5.0,0.0
11994,39.08,1.0,,0.0
11995,,1.0,,0.0
11996,48.75,2.0,6.0,0.0
11997,,1.0,,0.0
11998,66.8,1.0,,0.0
11999,42.39,2.0,4.0,0.0
12000,98.86,2.0,4.0,1.0
12002,35.68,1.0,1.0,0.0
12003,20.14717604519252,1.0,,0.0
12004,,1.0,,0.0
12005,25.95,1.0,,0.0
12007,46.5,1.0,2.0,1.0
12008,29.68,1.0,,0.0
12009,32.18,1.0,,0.0
12010,34.88,1.0,,0.0
12012,98.14,2.0,1.0,0.0
12013,36.01,1.0,,0.0
12014,19.47,1.0,3.0,0.0
12015,,2.0,3.0,0.0
12016,0.0,2.0,4.0,0.0
12017,,1.0,7.0,3.0
12018,49.63,3.0,,1.0
12019,0.0,1.0,2.0,2.0
12020,4.87,2.0,1.0,0.0
12022,30.87,1.0,,0.0
12023,,3.0,8.0,1.0
12025,,1.0,,0.0
12026,,1.0,,0.0
12027,50.74,1.0,1.0,0.0
12028,38.45,2.0,,0.0
12029,,1.0,1.0,0.0
12030,0.0,1.0,,0.0
12031,40.08,1.0,,0.0
12032,4.33,2.0,1.0,1.0
