consumer_id,per_week_purchase_total,per_week_unique_ips,per_week_update_account,per_week_payment_method_change
3819,0.0,1.0,1.0,0.0
3820,107.43,1.0,6.0,1.0
3821,17.37,1.0,,0.0
3823,,1.0,6.0,0.0
3824,,1.0,,0.0
3825,54.66,3.0,,2.0
3828,,1.0,1.0,0.0
3829,0.0,1.0,1.0,0.0
3830,123.98,1.0,,0.0
3831,3.83,2.0,1.0,0.0
3832,105.93,2.0,2.0,0.0
3833,91.12,1.0,,3.0
3834,211.95,4.0,3.0,0.0
3838,23.12,1.0,,0.0
3839,65.92,1.0,,0.0
3840,20.92,1.0,,0.0
3841,0.0,1.0,,0.0
3842,44.74,1.0,2.0,1.0
3843,,1.0,,0.0
3847,12.5,1.0,8.0,0.0
3849,34.45,1.0,2.0,0.0
3850,,1.0,10.0,0.0
3852,,1.0,,0.0
3853,20.71,2.0,2.0,0.0
3854,0.0,1.0,,0.0
3855,15.77,2.0,1.0,0.0
3856,19.58,1.0,,0.0
3857,0.0,1.0,1.0,0.0
3859,22.15,1.0,2.0,0.0
3860,,1.0,,0.0
3861,90.97,1.0,,0.0
3862,,1.0,,0.0
3863,,1.0,,0.0
3864,32.08,2.0,3.0,0.0
3865,,1.0,,0.0
3866,32.72,1.0,,0.0
3870,,1.0,2.0,0.0
3872,,2.0,,0.0
3873,,1.0,6.0,0.0
3874,,1.0,,0.0
3875,2.0,1.0,,0.0
3876,0.0,3.0,4.0,1.0
3877,30.18,2.0,5.0,0.0
3878,24.87,1.0,,0.0
3879,21.11,1.0,5.0,0.0
3880,15.3,1.0,,0.0
3881,,1.0,,0.0
3882,,1.0,,0.0
3883,,1.0,1.0,0.0
3884,17.78,1.0,,0.0
3885,,1.0,,0.0
3886,23.08,1.0,,0.0
3887,62.09,1.0,,0.0
3888,,1.0,4.0,1.0
3889,0.0,1.0,4.0,0.0
3890,,1.0,,0.0
3891,41.98,1.0,,0.0
3892,0.0,1.0,1.0,0.0
3893,29.21,1.0,4.0,0.0
3894,0.0,1.0,2.0,0.0
3895,35.52,1.0,1.0,0.0
3896,18.69,1.0,1.0,0.0
3897,154.19,5.0,3.0,0.0
3899,59.35,1.0,,0.0
3900,,1.0,,0.0
3901,,2.0,2.0,0.0
3902,19.13,1.0,,0.0
3903,,2.0,,0.0
3905,22.8,1.0,,0.0
3906,0.0,1.0,,0.0
3907,0.0,1.0,,0.0
3910,,1.0,1.0,0.0
3912,0.0,1.0,1.0,0.0
3913,,1.0,,0.0
3914,23.37,1.0,,0.0
3915,38.32,2.0,4.0,0.0
3916,0.0,2.0,,0.0
3917,,1.0,6.0,0.0
3918,,1.0,5.0,0.0
3919,,1.0,,0.0
3920,0.0,1.0,,0.0
3921,,1.0,2.0,0.0
3922,29.65,1.0,,0.0
3924,,1.0,,0.0
3925,,1.0,1.0,0.0
3926,0.0,1.0,,0.0
3927,26.58,2.0,2.0,0.0
3929,,2.0,3.0,0.0
3930,9.18,1.0,,0.0
3931,0.0,1.0,,0.0
3932,,2.0,3.0,0.0
3933,,2.0,2.0,0.0
3934,,1.0,1.0,0.0
3935,26.99,1.0,1.0,0.0
3936,,1.0,2.0,0.0
3938,17.63,1.0,,0.0
3941,,2.0,,0.0
3942,1.9,1.0,4.0,0.0
3943,9.86,2.0,3.0,0.0
3944,0.0,1.0,3.0,0.0
3945,0.0,1.0,,0.0
3946,0.0,1.0,1.0,0.0
3947,0.0,1.0,1.0,0.0
3948,,2.0,3.0,0.0
3949,32.44,2.0,2.0,1.0
3950,25.99,1.0,6.0,1.0
3951,20.04,1.0,,0.0
3952,0.0,1.0,,0.0
3953,34.78,3.0,3.0,0.0
3954,18.09,1.0,,0.0
3955,216.48,2.0,4.0,1.0
3956,,1.0,,0.0
3957,,1.0,7.0,7.0
3958,,1.0,1.0,0.0
3960,0.0,2.0,1.0,0.0
3961,,1.0,2.0,0.0
3962,0.0,1.0,,0.0
3963,,2.0,1.0,0.0
3964,,1.0,2.0,0.0
3965,0.0,1.0,,0.0
3966,16.53,1.0,,0.0
3967,,1.0,,0.0
3968,,1.0,1.0,0.0
3969,45.37,1.0,1.0,1.0
3971,0.0,1.0,4.0,3.0
3972,10.17,2.0,5.0,0.0
3973,0.0,2.0,2.0,0.0
3974,,1.0,,0.0
3975,18.74,1.0,1.0,0.0
3976,,2.0,2.0,0.0
3977,176.89999999999995,3.0,34.0,23.0
3980,19.88,1.0,,0.0
3981,,1.0,1.0,0.0
3982,,1.0,,0.0
3983,37.46,3.0,8.0,0.0
3984,,1.0,2.0,0.0
3985,,1.0,,0.0
3986,0.0,2.0,5.0,2.0
3987,0.0,1.0,,0.0
3988,23.71,1.0,,0.0
3989,0.0,1.0,,0.0
3990,39.47,1.0,1.0,0.0
3991,19.68,2.0,3.0,0.0
3992,56.37,1.0,,0.0
3993,,3.0,1.0,0.0
3995,68.62,1.0,,0.0
3996,,1.0,1.0,0.0
3997,,1.0,1.0,0.0
3998,32.38,1.0,2.0,1.0
3999,28.34,1.0,,0.0
4000,,1.0,,0.0
4001,13.27,1.0,,0.0
4002,0.0,1.0,,0.0
4003,0.0,3.0,6.0,1.0
4005,0.0,1.0,3.0,0.0
4006,189.55,2.0,8.0,1.0
4007,20.4,1.0,2.0,0.0
4008,,1.0,,0.0
4009,,2.0,,1.0
4011,31.88,1.0,,0.0
4012,0.0,2.0,3.0,0.0
4013,75.47,2.0,6.0,1.0
4014,,1.0,12.0,8.0
4015,24.99,1.0,2.0,0.0
4017,,1.0,,0.0
4018,50.18,1.0,13.0,9.0
4019,24.07,1.0,,0.0
4020,140.34,1.0,,2.0
4021,,1.0,1.0,0.0
4022,36.09,1.0,1.0,0.0
4023,0.0,1.0,2.0,0.0
4024,,1.0,1.0,0.0
4025,25.74,3.0,1.0,0.0
4027,,2.0,8.0,0.0
4029,0.0,3.0,5.0,0.0
4030,,1.0,,0.0
4031,106.0,4.0,6.0,1.0
4032,35.56,1.0,,0.0
4033,,1.0,,0.0
4034,0.0,1.0,1.0,0.0
4035,0.0,1.0,1.0,0.0
4036,28.01,1.0,1.0,0.0
4037,35.02,1.0,,0.0
4038,0.0,1.0,1.0,0.0
4040,,1.0,1.0,0.0
4041,0.0,1.0,1.0,0.0
4042,0.0,2.0,1.0,0.0
4043,54.42,1.0,,0.0
4044,,1.0,,0.0
4045,,1.0,,0.0
4046,9.65,2.0,6.0,0.0
4047,,1.0,,1.0
4048,0.0,1.0,,0.0
4049,24.59,1.0,,0.0
4051,,1.0,1.0,0.0
4053,19.88,1.0,,0.0
4055,21.72,1.0,1.0,0.0
4056,29.24,1.0,,0.0
4057,0.0,1.0,1.0,0.0
4058,49.48,1.0,,0.0
4059,47.290000000000006,1.0,,1.0
4060,26.49,1.0,,0.0
4061,0.0,1.0,,0.0
4062,0.0,3.0,1.0,0.0
4064,4.39,3.0,3.0,0.0
4065,,1.0,,0.0
4067,18.57,4.0,40.0,22.0
4068,,1.0,,0.0
4069,28.85,1.0,2.0,0.0
4070,0.0,1.0,1.0,0.0
4072,100.76,4.0,9.0,2.0
4073,17.97,1.0,,0.0
4074,,1.0,1.0,0.0
4076,0.0,1.0,,0.0
4079,3.51,1.0,2.0,0.0
4081,,1.0,,0.0
4082,212.59000000000003,4.0,11.0,0.0
4083,84.39,2.0,1.0,0.0
4084,56.1,1.0,,0.0
4085,,1.0,,0.0
4086,0.0,2.0,3.0,0.0
4087,,1.0,,0.0
4091,,1.0,4.0,0.0
4092,0.0,1.0,,0.0
4093,61.55,1.0,,0.0
4094,,3.0,3.0,0.0
4095,46.4,3.0,,0.0
4096,,1.0,,1.0
4099,,1.0,,0.0
4100,29.75,1.0,,0.0
4102,,1.0,,0.0
4103,0.0,1.0,2.0,0.0
4104,17.78,1.0,2.0,0.0
4105,,1.0,3.0,0.0
4106,32.71,1.0,1.0,0.0
4108,68.45,1.0,,0.0
4109,21.8,1.0,,0.0
4111,44.01,3.0,7.0,0.0
4112,44.87,1.0,,0.0
4113,,1.0,,0.0
4114,,1.0,1.0,0.0
4115,11.48,1.0,,0.0
4116,1207.87,1.0,14.0,3.0
4117,13.601233137325394,1.0,2.0,0.0
4118,14.27,1.0,,1.0
4119,,1.0,1.0,0.0
4120,,1.0,,0.0
4121,55.1,2.0,,1.0
4123,0.0,1.0,1.0,0.0
4124,,1.0,11.0,2.0
4125,0.0,1.0,,0.0
4130,,1.0,4.0,0.0
4131,27.52,1.0,,0.0
4132,23.37,2.0,4.0,0.0
4133,,1.0,,0.0
4134,0.0,1.0,,0.0
4135,15.85,1.0,,0.0
4136,,2.0,5.0,0.0
4137,,1.0,3.0,0.0
4138,,1.0,,0.0
4140,,2.0,,0.0
4143,90.08,1.0,1.0,0.0
4144,,1.0,,0.0
4145,,1.0,,0.0
4147,41.38,2.0,4.0,0.0
4148,27.54,1.0,3.0,0.0
4150,,1.0,1.0,0.0
4151,,1.0,,0.0
4152,22.35,1.0,,0.0
4153,28.68,1.0,,0.0
4154,26.25,2.0,,0.0
4155,,1.0,,0.0
4157,20.1,2.0,6.0,0.0
4158,,2.0,5.0,9.0
4160,,1.0,1.0,0.0
4161,0.0,1.0,,0.0
4162,174.07999999999996,1.0,3.0,0.0
4165,,1.0,7.0,0.0
4166,0.0,1.0,3.0,0.0
4167,19.19,1.0,,0.0
4171,,1.0,5.0,0.0
4172,0.0,1.0,1.0,0.0
4173,0.0,2.0,,0.0
4176,18.36,1.0,1.0,0.0
4178,117.48,1.0,4.0,0.0
4179,21.86,1.0,,0.0
4180,16.36,3.0,5.0,3.0
4181,12.33,3.0,5.0,0.0
4182,,1.0,1.0,0.0
4183,110.14,2.0,3.0,0.0
4184,0.0,1.0,1.0,0.0
4185,,2.0,2.0,0.0
4186,,1.0,,0.0
4188,49.0,1.0,,0.0
4189,28.33,1.0,1.0,0.0
4190,61.35,2.0,2.0,1.0
4191,0.0,1.0,,0.0
4192,,1.0,1.0,0.0
4193,,1.0,1.0,0.0
4194,54.44,1.0,,0.0
4195,36.83,1.0,,0.0
4196,67.80116160414926,3.0,4.0,0.0
4197,23.92,2.0,,0.0
4198,21.55,1.0,,1.0
4199,,1.0,1.0,0.0
4200,,1.0,,0.0
4201,0.0,3.0,6.0,0.0
4203,0.0,1.0,1.0,0.0
4204,0.0,1.0,,0.0
4205,20.33,1.0,3.0,1.0
4206,,1.0,7.0,0.0
4207,,1.0,6.0,2.0
4208,,1.0,,0.0
4209,,1.0,,0.0
4210,26.14,1.0,4.0,0.0
4211,24.71,2.0,4.0,0.0
4212,,1.0,1.0,0.0
4213,,1.0,,0.0
4214,0.0,1.0,,0.0
4215,91.57,1.0,4.0,3.0
4216,25.78,1.0,2.0,0.0
4217,7.228358956645859,3.0,8.0,5.0
4218,,1.0,1.0,0.0
4219,,3.0,,0.0
4220,,1.0,,0.0
4221,,1.0,8.0,5.0
4223,,1.0,,0.0
4224,205.83,1.0,3.0,1.0
4225,52.87000000000001,1.0,,0.0
4226,,1.0,,0.0
4228,,1.0,2.0,0.0
4229,0.0,1.0,,0.0
4230,78.28999999999998,1.0,,0.0
4231,,1.0,,0.0
4232,0.0,1.0,,0.0
4233,,1.0,,2.0
4236,,1.0,,0.0
4237,0.0,1.0,,0.0
4238,31.39,1.0,,0.0
4239,0.0,1.0,1.0,0.0
4240,,1.0,,0.0
4241,,1.0,1.0,0.0
4242,58.78,1.0,3.0,2.0
4243,10.96,2.0,1.0,0.0
4245,68.42,2.0,,0.0
4246,,2.0,1.0,0.0
4247,,1.0,,0.0
4248,17.93,1.0,,0.0
4249,,1.0,,0.0
4250,,1.0,,0.0
4251,0.0,1.0,,0.0
4252,30.91,1.0,1.0,0.0
4254,0.0,1.0,,0.0
4255,,1.0,2.0,1.0
4256,,1.0,,0.0
4257,13.332890191862225,2.0,1.0,0.0
4258,,1.0,,1.0
4259,0.0,1.0,1.0,0.0
4260,58.17,4.0,2.0,0.0
4261,0.0,1.0,1.0,0.0
4262,170.62,1.0,3.0,1.0
4263,98.17,1.0,,0.0
4264,45.01000000000001,2.0,2.0,0.0
4266,,1.0,5.0,2.0
4268,47.48,3.0,3.0,0.0
4269,,1.0,2.0,0.0
4270,25.58,3.0,3.0,0.0
4271,,4.0,15.0,0.0
4272,,1.0,3.0,0.0
4273,,1.0,4.0,4.0
4274,,1.0,1.0,0.0
4275,24.74,1.0,,0.0
4277,,1.0,5.0,2.0
4279,,1.0,,0.0
4281,,1.0,,0.0
4282,34.17,3.0,3.0,0.0
4283,,1.0,1.0,0.0
4284,,1.0,1.0,0.0
4286,35.54,2.0,1.0,0.0
4287,,1.0,,0.0
4288,27.59,1.0,1.0,0.0
4289,0.0,1.0,1.0,0.0
4290,,1.0,,0.0
4292,,1.0,,0.0
4293,19.8,1.0,,0.0
4294,39.9,1.0,,0.0
4295,71.06,2.0,1.0,1.0
4296,72.25,1.0,1.0,1.0
4297,39.25,1.0,,0.0
4298,,1.0,,0.0
4299,,2.0,,0.0
4300,42.36,3.0,4.0,1.0
4301,10.05,1.0,,0.0
4302,,2.0,4.0,0.0
4304,0.0,1.0,,0.0
4305,,1.0,8.0,1.0
4306,0.0,1.0,6.0,1.0
4307,,1.0,,0.0
4308,,1.0,1.0,0.0
4309,85.61,2.0,1.0,0.0
4311,,1.0,,1.0
4312,,1.0,,0.0
4314,,1.0,,0.0
4317,,1.0,,0.0
4318,28.8,1.0,5.0,0.0
4319,20.71,1.0,,0.0
4320,,1.0,1.0,0.0
4321,,1.0,,0.0
4322,,1.0,1.0,0.0
4323,32.89,1.0,4.0,2.0
4324,0.0,1.0,,0.0
4325,24.21,1.0,,0.0
4326,30.46,1.0,1.0,0.0
4327,,1.0,4.0,2.0
4328,36.0,1.0,,0.0
4331,21.8,1.0,,0.0
4332,24.54,1.0,,0.0
4333,0.0,1.0,2.0,0.0
4334,19.07,1.0,4.0,0.0
4336,,1.0,,0.0
4337,,1.0,5.0,3.0
4338,23.55,1.0,,0.0
4339,6.03,1.0,,0.0
4342,30.59,1.0,,0.0
4344,23.28,2.0,,0.0
4345,,1.0,1.0,0.0
4346,,1.0,,0.0
4347,0.0,1.0,,0.0
4348,,1.0,,0.0
4349,16.63,1.0,2.0,1.0
4350,,2.0,4.0,3.0
4352,,1.0,,0.0
4353,65.34,4.0,,2.0
4354,,1.0,,0.0
4355,54.46,1.0,,0.0
4356,0.0,1.0,,0.0
4357,37.56,1.0,1.0,0.0
4358,,1.0,,0.0
4359,,1.0,,0.0
4361,,1.0,,0.0
4362,,1.0,,0.0
4363,29.16,2.0,2.0,0.0
4364,0.0,2.0,1.0,0.0
4366,0.0,1.0,,0.0
4367,,1.0,,2.0
4369,26.21,1.0,,0.0
4371,0.0,1.0,8.0,2.0
4372,,3.0,1.0,0.0
4373,,1.0,1.0,0.0
4376,25.49,1.0,,0.0
4377,5.01,1.0,,0.0
4378,0.0,2.0,7.0,0.0
4380,,1.0,,0.0
4381,118.43,1.0,,0.0
4382,,1.0,1.0,0.0
4383,65.25,1.0,,0.0
4385,0.0,1.0,1.0,0.0
4387,611.1700000000002,2.0,26.0,0.0
4389,21.65,1.0,,0.0
4390,246.68,2.0,,0.0
4391,79.67,1.0,,0.0
4394,,1.0,6.0,3.0
4396,,1.0,9.0,1.0
4397,181.46,2.0,9.0,0.0
4400,0.0,1.0,1.0,0.0
4403,24.98,2.0,7.0,0.0
4404,69.48,2.0,2.0,1.0
4405,,2.0,6.0,0.0
4406,33.14,3.0,1.0,1.0
4407,31.7,1.0,,0.0
4410,,1.0,4.0,0.0
4411,,1.0,,0.0
4412,,1.0,1.0,0.0
4413,20.44,1.0,3.0,0.0
4414,0.0,1.0,1.0,0.0
4415,,1.0,,0.0
4417,38.18,2.0,,0.0
4418,64.57,1.0,,0.0
4419,,2.0,,0.0
4421,4.74,1.0,5.0,0.0
4422,113.39,1.0,,0.0
4423,19.49,1.0,,0.0
4424,20.08,1.0,,0.0
4426,4.33,2.0,1.0,1.0
4427,,3.0,27.0,30.0
4428,25.47,3.0,1.0,0.0
4429,42.86,3.0,5.0,0.0
4430,,1.0,4.0,0.0
4431,50.05,1.0,,0.0
4432,0.0,2.0,1.0,0.0
4433,26.19,1.0,,0.0
4434,,1.0,,0.0
4436,,2.0,5.0,0.0
4437,,1.0,,0.0
4438,30.97,1.0,2.0,0.0
4440,,1.0,1.0,0.0
4441,,1.0,5.0,2.0
4442,,2.0,16.0,0.0
4443,25.09,1.0,2.0,0.0
4445,41.73,1.0,2.0,0.0
4446,22.02,1.0,,0.0
4447,,1.0,1.0,0.0
4448,,2.0,,0.0
4449,23.14,1.0,7.0,0.0
4450,92.5,1.0,2.0,0.0
4451,18.12,1.0,1.0,0.0
4452,,1.0,,0.0
4453,,1.0,,0.0
4455,27.26,1.0,1.0,0.0
4457,,1.0,,0.0
4458,19.37,1.0,1.0,0.0
4459,18.25,1.0,,0.0
4460,42.76,1.0,,0.0
4461,84.09,1.0,4.0,0.0
4462,61.79,2.0,,0.0
4463,,1.0,6.0,0.0
4464,,1.0,1.0,0.0
4466,,1.0,,0.0
4467,,1.0,,0.0
4468,22.29,1.0,1.0,0.0
4470,29.5,1.0,,0.0
4471,55.71,1.0,,1.0
4472,201.82,2.0,2.0,0.0
4474,92.73,1.0,1.0,0.0
4476,4.33,2.0,1.0,1.0
4477,56.01,1.0,,0.0
4478,20.49,1.0,4.0,0.0
4480,,1.0,,0.0
4481,59.74,2.0,2.0,0.0
4482,,1.0,5.0,0.0
4483,,1.0,,0.0
4484,,1.0,,0.0
4485,,1.0,,0.0
4486,,1.0,1.0,0.0
4487,,2.0,,0.0
4490,0.0,1.0,,0.0
4493,,1.0,3.0,0.0
4496,827.24,1.0,6.0,0.0
4497,,1.0,,0.0
4498,36.12,1.0,3.0,1.0
4499,0.0,1.0,1.0,0.0
4500,0.0,1.0,,0.0
4503,0.0,1.0,,0.0
4504,0.0,1.0,,0.0
4505,,1.0,4.0,1.0
4506,,1.0,,0.0
4507,,1.0,,0.0
4509,,1.0,,0.0
4510,35.59999999999999,2.0,1.0,0.0
4511,57.59,1.0,,0.0
4512,0.0,1.0,,0.0
4513,,1.0,1.0,0.0
4515,22.36,1.0,4.0,0.0
4516,46.36,2.0,3.0,0.0
4517,17.01,2.0,5.0,2.0
4518,49.98,1.0,2.0,0.0
4519,50.7,1.0,,0.0
4520,,1.0,,0.0
4521,0.0,1.0,,0.0
4522,,2.0,,0.0
4524,,1.0,7.0,2.0
4525,,1.0,,0.0
4526,98.61,1.0,8.0,1.0
4527,0.0,1.0,,0.0
4528,78.0,3.0,,1.0
4531,0.0,2.0,,0.0
4532,27.97,1.0,2.0,0.0
4533,25.25,1.0,,0.0
4535,49.94000000000001,3.0,,0.0
4536,,2.0,15.0,7.0
4538,4.33,2.0,1.0,1.0
4539,,1.0,3.0,0.0
4540,22.13,2.0,2.0,1.0
4543,23.47,1.0,1.0,0.0
4544,0.0,1.0,1.0,0.0
4545,0.0,2.0,1.0,0.0
4546,50.52,2.0,1.0,0.0
4547,44.31,1.0,,0.0
4548,,2.0,2.0,0.0
4549,0.0,1.0,1.0,0.0
4550,69.82,1.0,,0.0
4551,0.0,3.0,2.0,0.0
4552,,1.0,,0.0
4553,,1.0,,0.0
4554,0.0,1.0,1.0,0.0
4555,,1.0,,0.0
4556,,1.0,,0.0
4558,0.0,1.0,2.0,1.0
4559,91.97,1.0,,0.0
4560,29.77,1.0,,0.0
4561,59.48,1.0,,0.0
4562,,1.0,,0.0
4563,,2.0,2.0,0.0
4564,,1.0,,0.0
4565,,1.0,,3.0
4566,37.6,2.0,8.0,0.0
4568,0.0,1.0,1.0,0.0
4569,0.0,1.0,1.0,0.0
4570,4.33,3.0,4.0,1.0
4571,0.0,2.0,3.0,0.0
4572,0.0,1.0,4.0,0.0
4573,,1.0,,0.0
4574,56.67,1.0,1.0,1.0
4575,91.86,2.0,,1.0
4578,0.0,1.0,1.0,0.0
4579,,1.0,1.0,2.0
4581,,1.0,,0.0
4582,,2.0,6.0,2.0
4583,,1.0,,0.0
4584,,1.0,,0.0
4585,136.63,1.0,2.0,1.0
4587,,1.0,,0.0
4589,59.8,1.0,,0.0
4590,,1.0,,0.0
4591,0.0,1.0,,0.0
4593,17.52,1.0,,0.0
4594,,2.0,2.0,0.0
4595,,1.0,,0.0
4596,491.6,7.0,36.0,14.0
4597,103.16,2.0,5.0,1.0
4599,,1.0,6.0,0.0
4600,,1.0,,0.0
4601,52.91,1.0,,0.0
4602,,1.0,,0.0
4603,0.0,1.0,,0.0
4605,17.04,1.0,,0.0
4606,60.73,2.0,2.0,0.0
4607,,1.0,6.0,0.0
4608,39.9,1.0,6.0,1.0
4609,30.04,1.0,,0.0
4610,1668.3200000000004,3.0,6.0,1.0
4612,,1.0,1.0,0.0
4613,,1.0,,0.0
4614,19.39,5.0,6.0,0.0
4615,38.52,1.0,,0.0
4617,,1.0,1.0,0.0
4619,,1.0,,0.0
4620,80.77,2.0,,0.0
4621,0.0,1.0,2.0,2.0
4622,,1.0,,0.0
4623,15.77,1.0,4.0,0.0
4624,18.39,2.0,6.0,1.0
4627,32.77,1.0,,0.0
4629,,1.0,,0.0
4630,,1.0,,0.0
4631,55.29,1.0,,0.0
4632,,1.0,,0.0
4633,0.0,1.0,,0.0
4634,45.7,1.0,,0.0
4635,18.1,1.0,,0.0
4636,35.81,2.0,5.0,0.0
4639,,1.0,3.0,0.0
4642,54.75,1.0,1.0,0.0
4643,,1.0,,0.0
4644,23.5,1.0,24.0,2.0
4645,50.48,1.0,2.0,0.0
4648,21.95,1.0,,0.0
4649,0.0,1.0,4.0,0.0
4650,0.0,1.0,1.0,0.0
4651,129.97,3.0,4.0,1.0
4653,49.75,1.0,5.0,1.0
4654,14.06,2.0,9.0,1.0
4656,,1.0,1.0,0.0
4657,,1.0,1.0,0.0
4658,128.61,1.0,,0.0
4659,17.44,1.0,4.0,0.0
4660,21.61,1.0,,0.0
4661,,1.0,,0.0
4662,0.0,1.0,,0.0
4663,16.95,1.0,,0.0
4666,0.0,2.0,2.0,0.0
4667,,1.0,1.0,0.0
4668,40.61,2.0,,0.0
4669,15.8,1.0,,0.0
4670,0.0,1.0,2.0,0.0
4671,,1.0,,0.0
4672,,1.0,,0.0
4673,,2.0,,0.0
4675,23.91,1.0,,0.0
4676,52.85,3.0,5.0,1.0
4677,0.0,1.0,,0.0
4678,22.9,1.0,,0.0
4679,,1.0,,0.0
4680,43.14,1.0,2.0,0.0
4681,,1.0,,0.0
4682,0.0,1.0,1.0,0.0
4683,78.2,3.0,6.0,0.0
4684,,1.0,,0.0
4685,0.0,1.0,,0.0
4686,12.54,1.0,,0.0
4687,,1.0,2.0,0.0
4688,52.64,2.0,,1.0
4689,44.21,1.0,,0.0
4690,,1.0,,0.0
4692,,4.0,1.0,0.0
4693,35.67,1.0,,0.0
4694,18.42,1.0,,0.0
4697,18.28,5.0,7.0,4.0
4698,51.09,1.0,,0.0
4699,,1.0,,0.0
4700,4.616228190079249,3.0,5.0,0.0
4701,26.11,1.0,,0.0
4702,0.0,1.0,1.0,0.0
4703,0.0,1.0,,0.0
4704,24.46,1.0,,0.0
4705,,1.0,,0.0
4706,,1.0,,0.0
4707,,3.0,3.0,0.0
4708,24.7,1.0,,0.0
4709,30.62,1.0,1.0,0.0
4710,48.1,1.0,11.0,1.0
4711,0.0,1.0,5.0,2.0
4712,,1.0,1.0,0.0
4713,,1.0,1.0,0.0
4714,,1.0,4.0,0.0
4716,0.0,2.0,,0.0
4718,18.1,1.0,1.0,0.0
4719,0.0,2.0,1.0,1.0
4720,,2.0,5.0,0.0
4721,,1.0,,0.0
4723,58.36,2.0,3.0,0.0
4725,59.66,4.0,15.0,10.0
4726,0.0,1.0,,0.0
4727,0.0,1.0,,0.0
4728,,1.0,4.0,0.0
4729,,1.0,,0.0
4730,0.0,1.0,6.0,0.0
4731,43.22,1.0,1.0,0.0
4733,,1.0,,0.0
4734,78.86,3.0,,0.0
4735,47.52,1.0,,0.0
4736,24.38,2.0,,0.0
4737,41.89,1.0,1.0,0.0
4738,14.53,1.0,,0.0
4739,0.0,2.0,1.0,0.0
4741,88.83,1.0,,0.0
4742,105.24,2.0,1.0,0.0
4743,0.0,2.0,2.0,0.0
4744,64.96,1.0,,0.0
4745,4.33,2.0,1.0,1.0
4746,9.74,1.0,4.0,0.0
4747,0.0,1.0,1.0,0.0
4748,65.70369383905924,3.0,15.0,0.0
4749,0.0,1.0,1.0,0.0
4750,,1.0,,0.0
4751,0.0,4.0,3.0,3.0
4752,16.1,1.0,,0.0
4754,0.0,2.0,1.0,0.0
4755,,2.0,,0.0
4756,47.37,5.0,2.0,0.0
4757,0.0,1.0,1.0,0.0
4758,,1.0,,0.0
4760,24.92,2.0,2.0,0.0
4761,,1.0,,0.0
4762,92.32,2.0,,1.0
4764,,1.0,1.0,0.0
4765,43.56,1.0,,0.0
4766,68.06,2.0,2.0,0.0
4767,23.18,2.0,,1.0
4768,,1.0,,0.0
4769,46.89,1.0,,0.0
4771,,1.0,,0.0
4772,,1.0,6.0,1.0
4774,,1.0,5.0,1.0
4775,94.01,4.0,,0.0
4776,19.99,1.0,,0.0
4778,,1.0,,0.0
4779,37.78,1.0,,4.0
4780,12.13,1.0,,0.0
4781,,1.0,,0.0
4782,47.18,1.0,2.0,1.0
4783,,1.0,,0.0
4784,0.0,1.0,,0.0
4789,115.82,1.0,,0.0
4790,,1.0,,0.0
4791,15.59,1.0,,0.0
4792,60.48,3.0,3.0,0.0
4793,,1.0,,0.0
4795,25.47,1.0,,0.0
4796,53.34,2.0,,1.0
4797,27.98,1.0,4.0,0.0
4798,,1.0,,0.0
4800,123.0,1.0,,0.0
4801,75.32,3.0,5.0,1.0
4802,27.53,1.0,,0.0
4803,,2.0,,0.0
4804,,1.0,,0.0
4805,,1.0,1.0,0.0
4806,0.0,1.0,,0.0
4808,0.0,1.0,,0.0
4810,,1.0,,0.0
4811,43.46,1.0,,0.0
4812,0.0,1.0,,0.0
4814,0.0,1.0,,0.0
4815,,1.0,,0.0
4816,0.0,1.0,,0.0
4817,25.12,1.0,,0.0
4819,25.94,1.0,,0.0
4820,,1.0,,0.0
4821,,1.0,,0.0
4822,100.68,2.0,2.0,0.0
4824,,1.0,,0.0
4825,,1.0,,0.0
4826,27.0,1.0,,0.0
4827,0.0,1.0,,0.0
4828,,1.0,,0.0
4829,586.0899999999998,3.0,32.0,17.0
4830,,1.0,1.0,0.0
4831,15.15,1.0,1.0,0.0
4832,,2.0,9.0,4.0
4833,0.0,1.0,1.0,0.0
4834,34.67,1.0,,0.0
4835,23.15,1.0,3.0,0.0
4836,40.28,1.0,,0.0
4837,24.6,1.0,1.0,1.0
4838,0.0,1.0,3.0,0.0
4839,33.18,1.0,,0.0
4840,51.06,1.0,,0.0
4841,,1.0,,0.0
4842,,1.0,,0.0
4844,58.03,1.0,,0.0
4845,,1.0,12.0,4.0
4846,0.0,1.0,,1.0
4847,,1.0,,0.0
4848,0.0,1.0,,3.0
4849,62.790000000000006,1.0,2.0,0.0
4850,0.0,1.0,,0.0
4851,25.77,1.0,1.0,0.0
4852,,1.0,5.0,3.0
4854,3.55,3.0,3.0,0.0
4855,,1.0,,0.0
4856,47.88,1.0,1.0,0.0
4857,,1.0,,0.0
4858,,1.0,2.0,0.0
4859,235.29,3.0,2.0,0.0
4860,85.09,1.0,,1.0
4861,,1.0,,0.0
4862,0.0,1.0,,0.0
4863,0.0,1.0,,0.0
4864,0.0,1.0,,0.0
4865,,2.0,4.0,0.0
4866,0.0,1.0,,0.0
4867,35.66,1.0,1.0,0.0
4868,17.44,1.0,,0.0
4869,,1.0,,0.0
4870,,1.0,9.0,1.0
4871,32.8,1.0,,0.0
4872,,1.0,1.0,2.0
4873,3.53,1.0,4.0,0.0
