consumer_id,per_day_add_item_to_cart,per_day_transactions,per_day_payment_method_change,per_day_devices_per_user,per_day_purchase_total,per_day_unique_billing_last4
10867,,1.0,0.0,1.0,25.5,
10868,,1.0,0.0,1.0,48.95,
10870,,,0.0,1.0,,
10871,,,0.0,1.0,0.0,
10872,,1.0,0.0,1.0,27.3,
10873,,1.0,0.0,1.0,23.47,
10875,,1.0,0.0,1.0,84.71,1.0
10876,1.0,,0.0,1.0,,
10877,50.0,,0.0,1.0,,
10878,,1.0,0.0,2.0,80.18,1.0
10879,,9.0,5.0,1.0,,6.0
10881,,7.0,2.0,1.0,,3.0
10882,,,0.0,1.0,0.0,
10883,,2.0,1.0,1.0,43.36,1.0
10884,,,0.0,2.0,,
10885,,,0.0,2.0,0.0,
10886,,,0.0,1.0,0.0,
10887,,3.0,0.0,1.0,76.56,1.0
10888,6.0,,0.0,1.0,,
10889,,1.0,0.0,2.0,5.01,1.0
10891,7.0,2.0,0.0,2.0,33.17,1.0
10892,,1.0,0.0,1.0,26.2,
10893,,1.0,0.0,1.0,9.81,
10894,16.0,,0.0,1.0,,
10896,,,0.0,1.0,0.0,
10897,,2.0,0.0,1.0,104.46,
10898,,1.0,0.0,1.0,18.91,1.0
10900,,6.0,0.0,1.0,10.87,1.0
10903,,1.0,0.0,1.0,4.39,
10905,,2.0,0.0,1.0,,1.0
10907,1.0,1.0,0.0,2.0,49.52,1.0
10908,,1.0,0.0,1.0,31.97,
10909,,1.0,0.0,1.0,29.49,1.0
10910,1.0,1.0,0.0,2.0,42.64,1.0
10912,,1.0,1.0,1.0,0.0,2.0
10913,12.0,,0.0,1.0,,
10914,,,0.0,1.0,0.0,
10915,,1.0,0.0,1.0,17.62,1.0
10916,,1.0,0.0,1.0,24.74,1.0
10917,,,0.0,2.0,,
10918,,2.0,0.0,1.0,0.0,1.0
10919,6.0,,0.0,1.0,,
10921,,,0.0,1.0,,
10925,1.0,,0.0,1.0,,
10926,,,0.0,1.0,0.0,1.0
10927,,2.0,0.0,2.0,20.88,1.0
10928,,2.0,0.0,1.0,0.0,1.0
10929,21.0,,0.0,1.0,,
10930,,1.0,0.0,1.0,30.52,1.0
10931,,1.0,1.0,1.0,0.0,2.0
10932,,1.0,0.0,1.0,26.38,
10933,,1.0,0.0,1.0,26.71,
10934,,7.0,2.0,3.0,195.39,3.0
10935,,1.0,0.0,1.0,26.58,
10936,,1.0,0.0,1.0,21.56,1.0
10937,,1.0,0.0,1.0,28.77,
10938,,,0.0,1.0,0.0,
10939,,,0.0,1.0,0.0,
10940,,5.0,0.0,1.0,,1.0
10941,3.0,1.0,0.0,1.0,40.66,1.0
10942,,,0.0,1.0,,
10944,1.0,,0.0,1.0,,
10945,3.0,,0.0,1.0,,
10946,,,0.0,1.0,0.0,
10947,1.0,,0.0,1.0,,
10948,,1.0,0.0,1.0,16.74,
10949,,,0.0,1.0,,
10950,,1.0,1.0,1.0,,2.0
10951,,1.0,0.0,1.0,26.5,
10953,,1.0,0.0,1.0,26.64,
10954,,,0.0,1.0,,
10955,,,0.0,1.0,0.0,
10956,,1.0,0.0,1.0,18.19,
10957,,,0.0,1.0,0.0,
10958,,,0.0,1.0,,
10959,,1.0,0.0,1.0,22.98,
10960,1.0,,0.0,1.0,,
10961,,2.0,0.0,1.0,51.59,
10963,,1.0,0.0,1.0,38.86,
10964,,3.0,0.0,1.0,,1.0
10965,,1.0,0.0,1.0,64.88,
10966,,4.0,2.0,1.0,,3.0
10967,,1.0,0.0,1.0,,1.0
10968,3.0,,0.0,1.0,,
10969,,1.0,2.0,1.0,0.0,2.0
10970,,1.0,0.0,1.0,11.89,1.0
10971,,,0.0,1.0,,
10972,,13.0,4.0,1.0,165.84,4.0
10973,,,0.0,1.0,0.0,1.0
10974,4.0,,0.0,2.0,0.0,
10975,,1.0,0.0,1.0,23.35,
10976,,1.0,0.0,1.0,13.9,1.0
10980,,1.0,0.0,1.0,15.59,
10981,,1.0,0.0,1.0,14.85,
10983,1.0,,0.0,1.0,,
10984,,1.0,0.0,1.0,39.76,
10985,,3.0,0.0,1.0,0.0,1.0
10986,,3.0,1.0,1.0,48.14,1.0
10987,,,0.0,1.0,,
10988,,1.0,0.0,1.0,33.68,1.0
10989,,,0.0,1.0,0.0,
10990,,1.0,0.0,1.0,28.28,
10992,,1.0,0.0,2.0,38.82,1.0
10993,,,0.0,1.0,0.0,
10994,3.0,,0.0,1.0,,
10995,,,0.0,1.0,,
10996,,8.0,0.0,1.0,,1.0
10997,,1.0,0.0,1.0,0.0,1.0
10998,,1.0,0.0,2.0,,1.0
10999,,1.0,0.0,1.0,23.54,1.0
11001,,,0.0,1.0,0.0,
11002,,,0.0,1.0,0.0,
11003,,1.0,0.0,1.0,18.39,1.0
11004,32.0,5.0,0.0,6.0,238.75000000000003,1.0
11005,,1.0,0.0,1.0,29.59,
11006,2.0,,0.0,1.0,,
11007,1.0,,0.0,1.0,,
11009,,,0.0,1.0,0.0,
11010,,2.0,1.0,2.0,,1.0
11011,,,0.0,1.0,0.0,
11013,,,0.0,1.0,0.0,
11014,,19.0,14.0,3.0,78.91,11.0
11016,3.0,,0.0,1.0,,
11017,,,0.0,1.0,0.0,
11018,,4.0,0.0,1.0,0.0,1.0
11019,,3.0,2.0,1.0,0.0,3.0
11020,,1.0,0.0,1.0,28.7,
11021,,1.0,0.0,1.0,22.23,
11022,3.0,,0.0,2.0,,1.0
11025,,,0.0,1.0,,1.0
11026,,1.0,0.0,1.0,38.26,1.0
11029,,,0.0,1.0,,
11032,,,0.0,1.0,0.0,
11033,2.0,,0.0,1.0,,
11035,,5.0,2.0,1.0,0.0,2.0
11036,2.0,1.0,0.0,2.0,17.53,1.0
11037,,2.0,1.0,1.0,,2.0
11038,3.0,1.0,0.0,2.0,59.53,1.0
11040,5.0,2.0,1.0,3.0,64.19,2.0
11042,,,0.0,1.0,0.0,
11043,,1.0,0.0,2.0,739.94,1.0
11045,,1.0,0.0,1.0,21.75,
11047,,3.0,3.0,1.0,0.0,2.0
11049,5.0,,0.0,1.0,,
11050,2.0,1.0,0.0,3.0,,1.0
11051,,1.0,2.0,1.0,0.0,1.0
11052,,,0.0,1.0,,
11054,,1.0,0.0,1.0,31.33,1.0
11057,,,0.0,1.0,,
11059,,,0.0,1.0,0.0,
11060,,,0.0,1.0,0.0,1.0
11061,,3.0,1.0,2.0,75.29,2.0
11063,,1.0,0.0,1.0,26.47,
11065,4.0,1.0,0.0,2.0,20.76,1.0
11066,,1.0,0.0,1.0,28.77,
11067,,1.0,0.0,1.0,14.9,1.0
11068,,2.0,1.0,1.0,37.87,2.0
11069,,1.0,0.0,1.0,22.63,
11070,,,0.0,1.0,0.0,
11071,,1.0,0.0,1.0,24.61,
11072,,,0.0,1.0,,
11073,3.0,3.0,0.0,2.0,8.131423554589317,1.0
11074,,,0.0,1.0,0.0,
11075,,2.0,1.0,1.0,21.04,2.0
11076,,1.0,0.0,1.0,0.0,1.0
11077,,,0.0,1.0,,
11078,,1.0,0.0,1.0,19.3,1.0
11079,6.0,,0.0,1.0,,
11080,3.0,,0.0,1.0,,
11083,,2.0,0.0,1.0,,1.0
11084,,,0.0,2.0,0.0,1.0
11085,,1.0,0.0,1.0,26.11,
11087,,1.0,0.0,1.0,67.56,1.0
11089,,,0.0,1.0,0.0,
11090,,6.0,5.0,1.0,154.98999999999995,3.0
11091,,,0.0,1.0,0.0,
11092,,,0.0,1.0,0.0,
11093,,1.0,0.0,1.0,66.91,1.0
11094,,,0.0,1.0,,
11097,,,0.0,1.0,0.0,
11098,,,0.0,1.0,0.0,
11099,,5.0,1.0,1.0,,2.0
11100,,5.0,0.0,1.0,0.0,1.0
11101,,,0.0,1.0,,
11102,4.0,,0.0,1.0,,
11103,7.0,,0.0,2.0,0.0,
11104,1.0,,0.0,1.0,,
11105,1.0,1.0,0.0,2.0,0.5,1.0
11106,,1.0,0.0,1.0,19.24,1.0
11107,,,0.0,1.0,,
11108,,1.0,0.0,1.0,71.17,1.0
11109,30.0,,0.0,1.0,,
11111,,,0.0,1.0,,
11112,,,0.0,1.0,0.0,
11114,2.0,,0.0,1.0,0.0,
11115,,,0.0,1.0,0.0,
11116,,,0.0,1.0,0.0,
11117,,1.0,0.0,1.0,26.72,1.0
11118,3.0,1.0,0.0,3.0,60.72,1.0
11120,,1.0,0.0,1.0,20.49,
11121,,,0.0,1.0,0.0,
11122,50.0,,0.0,1.0,,
11123,,1.0,0.0,1.0,17.47,
11124,,,0.0,1.0,,
11125,10.0,4.0,0.0,2.0,102.16,1.0
11127,,2.0,0.0,2.0,13.05,1.0
11128,,,0.0,1.0,0.0,
11129,,1.0,0.0,1.0,27.16,
11130,3.0,1.0,0.0,2.0,42.02,1.0
11131,,,0.0,1.0,0.0,
11132,,1.0,0.0,1.0,29.3,1.0
11134,6.0,,0.0,2.0,,
11135,,,0.0,1.0,0.0,
11136,3.0,,0.0,1.0,0.0,
11137,,,0.0,1.0,,
11138,,1.0,0.0,1.0,,1.0
11139,,,0.0,1.0,,
11141,,,0.0,1.0,,
11142,,,0.0,1.0,,
11143,3.0,1.0,0.0,2.0,,1.0
11145,,1.0,0.0,1.0,4.44,1.0
11146,,1.0,0.0,1.0,24.5,1.0
11147,,,0.0,1.0,0.0,
11148,,1.0,0.0,1.0,24.0,
11149,2.0,,0.0,1.0,,
11150,,1.0,0.0,1.0,20.71,
11151,,1.0,0.0,1.0,0.0,1.0
11152,50.0,,0.0,1.0,,
11153,4.0,,0.0,1.0,,
11154,,1.0,0.0,1.0,14.21,
11155,,3.0,2.0,1.0,0.0,2.0
11158,,2.0,1.0,1.0,19.91,2.0
11159,,,0.0,1.0,0.0,
11160,,3.0,0.0,1.0,104.3,
11161,,1.0,0.0,1.0,59.69,
11163,,,0.0,1.0,,
11164,1.0,,0.0,1.0,,
11165,,1.0,0.0,1.0,18.25,
11167,,,0.0,1.0,0.0,1.0
11168,,1.0,0.0,1.0,21.91,1.0
11169,,,0.0,1.0,,
11172,3.0,1.0,0.0,2.0,55.93,1.0
11173,,4.0,2.0,1.0,3.52,2.0
11174,,2.0,0.0,1.0,,1.0
11176,,1.0,0.0,1.0,19.93,
11177,,1.0,0.0,1.0,26.77,1.0
11178,,,0.0,1.0,0.0,
11179,5.0,,0.0,1.0,,
11180,,1.0,0.0,1.0,21.72,
11183,,1.0,0.0,1.0,48.61,1.0
11184,3.0,1.0,1.0,1.0,0.0,2.0
11187,,2.0,0.0,2.0,60.33,
11189,4.0,,0.0,2.0,,1.0
11190,4.0,,0.0,1.0,,
11191,,4.0,3.0,1.0,,1.0
11192,,,0.0,1.0,0.0,
11193,,1.0,0.0,1.0,39.99,1.0
11194,,1.0,0.0,1.0,,1.0
11195,4.0,,0.0,1.0,,
11196,6.0,,0.0,1.0,,
11197,2.0,,0.0,1.0,,
11198,,1.0,0.0,1.0,51.5,1.0
11200,2.0,,0.0,1.0,,
11202,3.0,,0.0,2.0,0.0,
11203,6.0,,0.0,2.0,,
11205,,1.0,0.0,1.0,48.27,1.0
11206,,6.0,1.0,2.0,,2.0
11207,,1.0,0.0,1.0,42.33,1.0
11208,,1.0,0.0,1.0,26.93,
11209,,,0.0,1.0,0.0,
11210,,,0.0,1.0,0.0,
11213,,1.0,0.0,1.0,22.84,
11214,,1.0,0.0,1.0,20.0,1.0
11215,,,0.0,1.0,,
11216,,1.0,0.0,1.0,50.77,
11217,,,0.0,1.0,,
11218,,,0.0,1.0,,
11219,1.0,,0.0,1.0,,
11220,,,0.0,1.0,0.0,
11221,50.0,,0.0,1.0,,
11222,,8.0,0.0,1.0,,1.0
11223,,,0.0,1.0,,
11224,,3.0,0.0,1.0,18.29,1.0
11225,4.0,,0.0,1.0,,
11226,1.0,,0.0,1.0,0.0,
11227,12.0,,0.0,2.0,0.0,1.0
11228,,2.0,1.0,1.0,18.78,2.0
11229,,,0.0,1.0,0.0,1.0
11231,,2.0,1.0,1.0,0.0,2.0
11232,,1.0,0.0,1.0,29.62,
11233,,1.0,0.0,1.0,4.64,1.0
11234,50.0,,0.0,1.0,,
11235,1.0,,0.0,2.0,0.0,1.0
11236,1.0,3.0,1.0,2.0,22.06,2.0
11237,,,0.0,1.0,0.0,
11238,,,0.0,1.0,0.0,
11239,,1.0,0.0,1.0,25.59,1.0
11240,,1.0,0.0,1.0,34.95,
11242,,1.0,0.0,1.0,22.94,1.0
11243,,1.0,0.0,1.0,31.6,
11244,,,0.0,1.0,0.0,
11245,,1.0,0.0,1.0,30.49,1.0
11246,,,0.0,1.0,0.0,
11247,,,0.0,1.0,0.0,
11248,,1.0,0.0,1.0,28.24,
11249,,,0.0,1.0,,
11251,1.0,,0.0,2.0,,1.0
11252,3.0,,0.0,2.0,0.0,1.0
11253,5.0,1.0,0.0,5.0,60.28,1.0
11255,,,0.0,1.0,0.0,
11258,1.0,,0.0,1.0,,
11259,,2.0,1.0,1.0,0.0,1.0
11262,,1.0,0.0,1.0,,1.0
11263,,1.0,0.0,1.0,58.04,
11264,3.0,,0.0,1.0,,
11265,,8.0,5.0,1.0,,3.0
11266,,1.0,0.0,1.0,29.0,
11267,,,0.0,1.0,0.0,
11268,18.0,2.0,0.0,2.0,78.64,1.0
11269,,3.0,1.0,1.0,54.97,2.0
11272,,1.0,0.0,2.0,4.01,
11273,4.0,,0.0,1.0,,
11274,,1.0,0.0,1.0,0.0,1.0
11275,,1.0,0.0,1.0,18.78,
11276,,,0.0,1.0,,
11277,2.0,,0.0,1.0,0.0,
11278,,,0.0,1.0,,
11280,3.0,,0.0,1.0,0.0,
11282,,2.0,1.0,1.0,,2.0
11284,,,0.0,1.0,,
11285,,,0.0,1.0,,
11286,4.0,8.0,3.0,2.0,0.0,1.0
11287,,,0.0,1.0,,1.0
11288,,,0.0,1.0,,
11289,,12.0,4.0,3.0,72.59,2.0
11290,,1.0,0.0,2.0,63.48,
11291,,3.0,0.0,1.0,,1.0
11292,2.0,1.0,0.0,2.0,22.34,1.0
11294,,,0.0,1.0,0.0,1.0
11295,2.0,,0.0,2.0,0.0,
11297,2.0,1.0,0.0,2.0,26.36,1.0
11298,1.0,1.0,0.0,2.0,17.2,1.0
11300,,2.0,0.0,1.0,55.46,1.0
11301,,1.0,0.0,1.0,24.16,
11304,,6.0,4.0,3.0,,4.0
11305,3.0,,0.0,1.0,0.0,
11306,,1.0,0.0,2.0,7.6,1.0
11307,,1.0,0.0,1.0,27.01,1.0
11308,10.0,2.0,0.0,4.0,282.25,1.0
11309,3.0,1.0,0.0,2.0,25.77,1.0
11310,,1.0,0.0,2.0,24.48,
11311,,3.0,2.0,1.0,,3.0
11312,2.0,,0.0,1.0,,
11313,,,0.0,1.0,0.0,
11314,,2.0,0.0,1.0,0.0,1.0
11317,9.0,,0.0,1.0,,
11319,,1.0,0.0,1.0,30.39,1.0
11320,,1.0,0.0,1.0,,1.0
11321,2.0,1.0,0.0,2.0,6.38,1.0
11322,,,0.0,1.0,,
11323,,1.0,0.0,1.0,39.25,
11324,,1.0,0.0,1.0,23.65,1.0
11325,,1.0,0.0,1.0,21.68,1.0
11326,15.0,,0.0,1.0,,
11327,,,0.0,1.0,,
11329,,1.0,0.0,1.0,3.77,1.0
11331,,1.0,0.0,1.0,35.86,1.0
11332,,3.0,2.0,1.0,0.0,3.0
11333,,,0.0,1.0,0.0,
11334,,,0.0,1.0,0.0,
11335,5.0,,0.0,2.0,,
11336,,1.0,0.0,1.0,19.43,1.0
11337,10.0,1.0,0.0,2.0,44.34,1.0
11338,,1.0,0.0,1.0,22.04,
11340,,,0.0,1.0,0.0,1.0
11342,,1.0,0.0,1.0,17.28,
11344,10.0,,0.0,1.0,,
11345,,1.0,0.0,1.0,29.75,
11349,,2.0,0.0,3.0,55.74,1.0
11350,4.0,,0.0,2.0,,
11353,,7.0,0.0,1.0,,1.0
11354,12.0,2.0,0.0,2.0,92.38,1.0
11355,,1.0,1.0,2.0,,2.0
11356,,,0.0,1.0,0.0,
11357,1.0,1.0,0.0,2.0,14.6,1.0
11359,,1.0,0.0,1.0,30.46,
11360,,5.0,0.0,4.0,,1.0
11361,,,0.0,1.0,0.0,
11362,2.0,3.0,1.0,2.0,,2.0
11363,,2.0,0.0,1.0,39.88,1.0
11365,,1.0,0.0,1.0,,1.0
11366,,1.0,0.0,1.0,26.44,1.0
11367,,,0.0,1.0,0.0,
11368,,,0.0,1.0,,
11369,,1.0,0.0,1.0,15.29,1.0
11370,1.0,,0.0,1.0,,
11372,,5.0,1.0,1.0,0.0,2.0
11374,,3.0,0.0,1.0,74.56,
11375,,,0.0,1.0,0.0,1.0
11378,18.0,5.0,0.0,2.0,296.41,1.0
11379,,1.0,0.0,1.0,49.0,
11380,4.0,6.0,5.0,3.0,0.0,4.0
11381,,1.0,0.0,1.0,29.93,1.0
11382,1.0,,0.0,1.0,,
11383,1.0,,0.0,1.0,0.0,
11384,,2.0,0.0,2.0,59.77,1.0
11386,,,0.0,1.0,0.0,
11387,4.0,,0.0,1.0,,
11388,,9.0,0.0,1.0,22.82,1.0
11389,,2.0,0.0,2.0,71.78999999999998,1.0
11390,,,0.0,1.0,,
11392,2.0,,0.0,2.0,0.0,
11393,,,0.0,1.0,,
11396,,1.0,0.0,1.0,7.56,1.0
11398,,1.0,0.0,1.0,24.08,
11399,,1.0,0.0,1.0,632.47,1.0
11400,,1.0,0.0,1.0,15.09,
11401,20.0,,0.0,1.0,,
11402,,1.0,0.0,1.0,,1.0
11403,,,0.0,1.0,,
11404,,1.0,0.0,3.0,15.37,1.0
11405,,1.0,0.0,1.0,35.97,1.0
11406,,1.0,0.0,1.0,38.2,1.0
11408,,,0.0,1.0,0.0,
11409,,2.0,0.0,1.0,95.5,1.0
11410,1.0,,0.0,1.0,,
11411,,1.0,0.0,1.0,46.5,1.0
11413,,,0.0,2.0,,
11416,,2.0,0.0,2.0,,1.0
11417,1.0,,0.0,1.0,,
11419,,1.0,0.0,1.0,37.29,
11421,1.0,3.0,1.0,4.0,4.33,2.0
11422,,,0.0,1.0,,
11423,3.0,,0.0,2.0,0.0,1.0
11424,,1.0,0.0,1.0,74.0,
11425,,4.0,1.0,1.0,,2.0
11426,,,0.0,1.0,0.0,
11427,,1.0,0.0,1.0,23.37,1.0
11428,,1.0,0.0,1.0,56.4,1.0
11429,,,0.0,1.0,0.0,
11430,1.0,1.0,0.0,2.0,18.95,1.0
11431,3.0,,0.0,1.0,0.0,
11432,,,0.0,1.0,,
11433,2.0,1.0,0.0,2.0,29.76,1.0
11435,5.0,2.0,0.0,2.0,0.0,1.0
11436,,2.0,0.0,1.0,14.71,1.0
11438,,4.0,3.0,1.0,0.0,2.0
11439,,1.0,0.0,1.0,30.56,
11440,,1.0,0.0,2.0,0.0,1.0
11442,4.0,1.0,0.0,2.0,48.61,1.0
11444,,1.0,0.0,1.0,48.72,
11445,,3.0,0.0,1.0,0.0,1.0
11446,,,0.0,1.0,,
11447,,,0.0,1.0,0.0,1.0
11449,3.0,,0.0,1.0,,
11450,,1.0,0.0,1.0,58.92,
11451,,1.0,1.0,1.0,,1.0
11452,,2.0,1.0,1.0,0.0,2.0
11453,,,0.0,1.0,0.0,
11454,,,0.0,1.0,0.0,
11455,,4.0,1.0,1.0,34.24,1.0
11456,,,0.0,1.0,,
11457,,,0.0,2.0,,
11458,,1.0,0.0,1.0,68.85,
11459,,2.0,3.0,1.0,77.5,2.0
11460,1.0,,0.0,1.0,,
11461,17.0,,0.0,1.0,,
11463,,1.0,0.0,1.0,,1.0
11464,,1.0,0.0,1.0,28.57,
11465,2.0,1.0,0.0,2.0,0.5,1.0
11467,,,0.0,1.0,0.0,
11468,,,0.0,1.0,,
11469,19.0,9.0,3.0,5.0,500.74292103261376,4.0
11470,1.0,1.0,0.0,2.0,24.99,1.0
11471,,1.0,0.0,1.0,0.0,1.0
11472,,12.0,10.0,1.0,,9.0
11473,,,0.0,1.0,,
11474,,1.0,0.0,1.0,26.25,1.0
11476,,1.0,0.0,1.0,0.0,1.0
11477,,1.0,0.0,2.0,13.51,1.0
11478,3.0,,0.0,1.0,,
11479,4.0,,0.0,1.0,,
11480,,,0.0,1.0,0.0,
11481,3.0,1.0,0.0,2.0,,1.0
11483,,,0.0,1.0,0.0,
11484,,1.0,0.0,1.0,26.48,
11485,22.0,,0.0,1.0,,
11486,,,0.0,1.0,,
11488,,1.0,0.0,1.0,24.53,
11489,,1.0,0.0,1.0,20.24,
11490,,1.0,0.0,1.0,71.86,
11491,2.0,1.0,0.0,2.0,23.03,1.0
11492,,,0.0,1.0,0.0,
11493,20.0,,0.0,1.0,,
11494,,1.0,0.0,1.0,32.31,
11496,,,0.0,1.0,0.0,
11497,4.0,,0.0,1.0,,
11498,,1.0,0.0,1.0,36.85,
11499,,1.0,0.0,1.0,42.2,1.0
11500,,1.0,0.0,1.0,13.96,
11501,1.0,,0.0,1.0,,
11502,,1.0,0.0,1.0,18.94,1.0
11503,,1.0,0.0,1.0,21.58,
11504,,,0.0,1.0,,
11506,5.0,1.0,0.0,2.0,18.16,1.0
11507,,3.0,1.0,1.0,0.0,2.0
11508,,3.0,0.0,2.0,25.05,
11509,,1.0,0.0,1.0,24.73,1.0
11510,,,0.0,1.0,,
11511,,,0.0,1.0,0.0,
11512,25.0,2.0,0.0,3.0,132.75,1.0
11513,,1.0,0.0,1.0,13.63,
11514,,6.0,3.0,1.0,73.11,2.0
11515,,1.0,0.0,2.0,19.78,
11516,,1.0,1.0,1.0,,2.0
11517,50.0,,0.0,1.0,,
11518,,3.0,4.0,1.0,0.0,3.0
11519,,1.0,0.0,1.0,4.35,
11520,1.0,1.0,0.0,1.0,45.56,1.0
11521,,,0.0,1.0,0.0,
11522,,1.0,0.0,1.0,18.05,
11523,,,0.0,1.0,,
11524,,1.0,0.0,2.0,19.21,1.0
11525,,1.0,0.0,1.0,28.89818612414325,
11526,,1.0,0.0,2.0,89.84,1.0
11527,,,0.0,1.0,,
11528,9.0,7.0,9.0,4.0,66.22999999999999,3.0
11529,,,0.0,1.0,,
11532,5.0,,0.0,1.0,,
11533,,,0.0,1.0,0.0,
11534,,1.0,0.0,1.0,30.88,
11535,2.0,,0.0,1.0,,
11536,,3.0,2.0,1.0,0.0,3.0
11537,,,0.0,1.0,0.0,
11539,,,0.0,1.0,0.0,
11540,,1.0,0.0,1.0,13.64,1.0
11541,,1.0,0.0,1.0,17.94,1.0
11542,,1.0,0.0,1.0,28.54,1.0
11543,,,0.0,1.0,,
11544,,,0.0,1.0,,
11545,3.0,,0.0,1.0,,
11547,,1.0,0.0,1.0,29.04,
11548,,1.0,0.0,1.0,12.05,1.0
11549,7.0,,0.0,1.0,,
11550,,,0.0,1.0,0.0,
11551,,1.0,0.0,1.0,22.47,1.0
11553,,,0.0,1.0,,1.0
11554,,,0.0,1.0,0.0,
11555,,1.0,0.0,1.0,0.0,1.0
11556,,1.0,0.0,1.0,35.93,1.0
11557,1.0,,0.0,1.0,,
11558,,1.0,0.0,1.0,74.9,1.0
11559,,,0.0,1.0,0.0,
11561,,,0.0,1.0,0.0,
11562,,,0.0,1.0,,
11563,,1.0,0.0,1.0,27.52,1.0
11564,,1.0,0.0,1.0,17.93,1.0
11565,,1.0,0.0,1.0,,1.0
11567,,1.0,0.0,1.0,20.63,
11568,,1.0,0.0,1.0,13.31,
11570,,1.0,0.0,1.0,27.33,1.0
11571,,1.0,0.0,1.0,50.97,
11572,4.0,,0.0,1.0,,
11573,,1.0,0.0,1.0,29.84,
11574,3.0,,0.0,1.0,0.0,
11575,,,0.0,1.0,0.0,
11576,1.0,,0.0,3.0,,
11577,,3.0,2.0,1.0,,3.0
11578,,2.0,0.0,1.0,139.64,1.0
11579,,,0.0,1.0,0.0,1.0
11582,,,0.0,1.0,0.0,
11583,,1.0,0.0,1.0,,1.0
11584,,,0.0,1.0,,
11587,,2.0,0.0,2.0,235.39,
11588,50.0,,0.0,1.0,,
11589,,1.0,0.0,1.0,37.36,1.0
11590,1.0,,0.0,1.0,,
11591,,1.0,0.0,1.0,0.0,
11592,3.0,,0.0,2.0,,
11593,2.0,,0.0,1.0,,
11595,,2.0,1.0,2.0,14.43,1.0
11596,30.0,,0.0,1.0,,
11597,,2.0,0.0,2.0,57.52,1.0
11598,2.0,1.0,0.0,2.0,0.5,1.0
11599,,2.0,1.0,1.0,,2.0
11600,,,0.0,2.0,,
11601,3.0,,0.0,1.0,0.0,
11602,,1.0,0.0,1.0,20.63,1.0
11603,,9.0,7.0,2.0,0.0,6.0
11604,2.0,2.0,1.0,2.0,,2.0
11605,1.0,1.0,0.0,3.0,95.46,1.0
11606,,,0.0,1.0,,
11607,,5.0,4.0,1.0,,5.0
11608,1.0,,0.0,2.0,0.0,1.0
11609,,1.0,0.0,1.0,18.71,
11610,,,0.0,1.0,0.0,
11611,,1.0,0.0,1.0,0.0,1.0
11612,4.0,1.0,0.0,3.0,31.54,1.0
11613,,,0.0,1.0,0.0,
11614,,1.0,0.0,1.0,31.66,1.0
11615,,1.0,0.0,1.0,0.0,1.0
11616,,,0.0,2.0,,
11617,,3.0,2.0,1.0,0.0,3.0
11618,,1.0,0.0,2.0,29.97,
11619,,1.0,0.0,1.0,29.51,
11620,,1.0,0.0,1.0,60.2,
11621,,2.0,0.0,1.0,0.0,1.0
11622,,1.0,0.0,1.0,5.52,1.0
11623,,4.0,1.0,2.0,,2.0
11624,,1.0,0.0,1.0,20.53,
11625,7.0,1.0,0.0,2.0,34.06,1.0
11626,,5.0,0.0,2.0,,1.0
11627,,1.0,0.0,1.0,15.49,
11629,,,0.0,1.0,0.0,
11630,,1.0,0.0,1.0,48.66,1.0
11631,,,0.0,1.0,,
11632,,1.0,0.0,1.0,0.0,
11634,,,0.0,1.0,0.0,
11635,,,0.0,1.0,0.0,
11636,,3.0,1.0,1.0,0.0,2.0
11637,1.0,2.0,1.0,4.0,257.51,1.0
11638,,,0.0,1.0,0.0,
11639,1.0,,0.0,1.0,,
11640,,1.0,0.0,1.0,32.18,1.0
11643,,,0.0,1.0,,1.0
11644,,1.0,0.0,1.0,0.0,1.0
11645,,1.0,0.0,1.0,29.57,
11646,,,0.0,1.0,,
11647,4.0,,0.0,2.0,0.0,
11648,,1.0,0.0,1.0,0.0,1.0
11649,,1.0,0.0,1.0,,1.0
11650,,,0.0,3.0,,
11652,,,0.0,1.0,,
11653,,3.0,0.0,1.0,,1.0
11654,4.0,,0.0,2.0,0.0,
11656,,3.0,0.0,1.0,,1.0
11657,,,0.0,1.0,0.0,
11658,50.0,,0.0,1.0,,
11661,,,0.0,1.0,0.0,
11662,26.0,,0.0,1.0,,
11663,2.0,1.0,0.0,2.0,20.56,1.0
11664,11.0,,0.0,1.0,,
11665,,,0.0,1.0,0.0,
11666,,1.0,0.0,1.0,17.86,
11667,,,0.0,1.0,,
11669,,1.0,0.0,2.0,28.63,
11670,,1.0,0.0,1.0,55.93,
11671,,,0.0,1.0,,
11672,,,0.0,2.0,0.0,1.0
11673,,,0.0,1.0,,
11674,,6.0,1.0,1.0,,1.0
11675,,4.0,0.0,3.0,92.65,1.0
11676,,,0.0,1.0,0.0,
11677,,1.0,0.0,1.0,24.58,
11679,,,0.0,1.0,0.0,
11680,,,0.0,1.0,0.0,
11681,,2.0,1.0,2.0,0.0,2.0
11682,,,0.0,1.0,,
11683,,3.0,2.0,1.0,,3.0
11684,,,0.0,1.0,0.0,
11685,5.0,,0.0,1.0,,
11686,,,0.0,1.0,,1.0
11687,,,0.0,1.0,0.0,1.0
11689,2.0,1.0,0.0,3.0,15.16,1.0
11690,,1.0,0.0,2.0,20.93,1.0
11691,1.0,2.0,1.0,3.0,4.33,2.0
11692,,,0.0,1.0,0.0,
11693,,3.0,2.0,1.0,0.0,3.0
11694,,,0.0,1.0,0.0,
