consumer_id,per_day_add_item_to_cart,per_day_transactions,per_day_payment_method_change,per_day_devices_per_user,per_day_purchase_total,per_day_unique_billing_last4
3963,,,0.0,1.0,,
3964,,,0.0,1.0,,
3965,,,0.0,1.0,0.0,
3966,,1.0,0.0,1.0,16.53,1.0
3967,,,0.0,1.0,,
3968,,,0.0,1.0,,
3969,,3.0,1.0,1.0,45.37,2.0
3971,,2.0,3.0,1.0,0.0,2.0
3972,,5.0,0.0,2.0,10.17,1.0
3973,,,0.0,2.0,0.0,
3974,,,0.0,1.0,,
3975,,1.0,0.0,1.0,18.74,
3976,,,0.0,1.0,,
3977,,19.0,15.0,2.0,144.0,14.0
3980,,1.0,0.0,1.0,19.88,1.0
3981,,,0.0,1.0,,
3982,,,0.0,1.0,,
3983,,1.0,0.0,1.0,21.54,
3984,,,0.0,1.0,,
3985,5.0,,0.0,1.0,,
3986,4.0,3.0,2.0,2.0,0.0,3.0
3987,,,0.0,1.0,0.0,
3988,,1.0,0.0,1.0,23.71,
3989,,,0.0,1.0,0.0,
3990,,1.0,0.0,1.0,39.47,
3991,,,0.0,1.0,0.0,
3992,5.0,1.0,0.0,2.0,56.37,1.0
3993,,,0.0,1.0,,
3995,,1.0,0.0,1.0,32.01,
3996,,,0.0,1.0,,
3997,,,0.0,1.0,,
3998,,2.0,1.0,1.0,32.38,2.0
3999,,1.0,0.0,1.0,28.34,
4000,,,0.0,1.0,,
4001,,1.0,0.0,1.0,13.27,1.0
4002,,,0.0,1.0,0.0,
4003,,1.0,0.0,2.0,0.0,1.0
4005,,4.0,0.0,1.0,0.0,1.0
4006,,,0.0,1.0,0.0,
4007,,1.0,0.0,1.0,20.4,1.0
4008,,1.0,0.0,1.0,,1.0
4009,,13.0,1.0,2.0,,1.0
4011,,1.0,0.0,1.0,31.88,1.0
4012,,,0.0,1.0,0.0,
4013,,4.0,0.0,1.0,0.0,1.0
4014,,9.0,8.0,1.0,,9.0
4015,,1.0,0.0,1.0,24.99,1.0
4017,,1.0,0.0,1.0,,1.0
4018,,8.0,9.0,1.0,50.18,4.0
4019,,1.0,0.0,1.0,24.07,
4020,,1.0,0.0,1.0,55.63,1.0
4021,,,0.0,1.0,,
4022,,1.0,0.0,1.0,36.09,1.0
4023,,,0.0,1.0,0.0,
4024,,,0.0,1.0,,
4025,,3.0,0.0,2.0,0.0,
4027,3.0,,0.0,3.0,,1.0
4029,,,0.0,1.0,0.0,
4030,1.0,,0.0,1.0,,
4031,,2.0,0.0,1.0,45.0,1.0
4032,1.0,1.0,0.0,2.0,17.78,1.0
4033,1.0,,0.0,1.0,,
4034,,,0.0,1.0,0.0,
4035,,,0.0,1.0,0.0,
4036,,1.0,0.0,1.0,28.01,
4037,,1.0,0.0,1.0,35.02,
4038,,,0.0,1.0,0.0,
4040,,,0.0,1.0,,
4041,,,0.0,1.0,0.0,
4042,1.0,,0.0,2.0,0.0,
4043,3.0,1.0,0.0,2.0,22.98,1.0
4044,,,0.0,1.0,,
4045,50.0,,0.0,1.0,,
4046,,,0.0,1.0,0.0,
4047,,2.0,1.0,2.0,,2.0
4048,,,0.0,1.0,0.0,
4049,2.0,1.0,0.0,2.0,24.59,1.0
4051,,,0.0,1.0,,
4053,,1.0,0.0,1.0,19.88,
4055,2.0,1.0,0.0,2.0,21.72,1.0
4056,,1.0,0.0,1.0,14.95,
4057,,,0.0,1.0,0.0,
4058,,1.0,0.0,1.0,49.48,1.0
4059,,1.0,0.0,1.0,25.42,1.0
4060,,1.0,0.0,1.0,26.49,1.0
4061,,2.0,0.0,1.0,0.0,1.0
4062,,,0.0,2.0,0.0,
4064,,1.0,0.0,3.0,4.39,1.0
4065,,2.0,0.0,1.0,,1.0
4067,,,0.0,1.0,0.0,1.0
4068,,,0.0,1.0,,
4069,,,0.0,1.0,0.0,
4070,,,0.0,1.0,0.0,
4072,,1.0,0.0,1.0,28.03,1.0
4073,,1.0,0.0,1.0,17.97,
4074,,,0.0,1.0,,
4076,2.0,,0.0,1.0,0.0,
4079,,1.0,0.0,1.0,3.51,1.0
4081,7.0,,0.0,1.0,,
4082,4.0,6.0,0.0,5.0,212.59000000000003,1.0
4083,,,0.0,1.0,0.0,
4084,,1.0,0.0,1.0,27.55,1.0
4085,1.0,,0.0,1.0,,
4086,,,0.0,1.0,0.0,
4087,,,0.0,1.0,,
4091,,1.0,0.0,1.0,,1.0
4092,,,0.0,2.0,0.0,1.0
4093,,3.0,0.0,1.0,61.55,1.0
4094,,,0.0,1.0,,
4095,,1.0,0.0,1.0,19.38,
4096,7.0,1.0,1.0,1.0,,2.0
4099,16.0,,0.0,1.0,,
4100,3.0,1.0,0.0,1.0,29.75,1.0
4102,8.0,,0.0,1.0,,
4103,,,0.0,1.0,0.0,
4104,,1.0,0.0,1.0,17.78,
4105,,1.0,0.0,1.0,,1.0
4106,,2.0,0.0,1.0,32.71,1.0
4108,,1.0,0.0,1.0,68.45,
4109,,1.0,0.0,1.0,21.8,
4111,,1.0,0.0,3.0,44.01,1.0
4112,1.0,1.0,0.0,2.0,44.87,1.0
4113,5.0,,0.0,1.0,,
4114,,,0.0,1.0,,
4115,,,0.0,1.0,0.0,1.0
4116,15.0,7.0,3.0,2.0,1063.05,2.0
4117,1.0,1.0,0.0,2.0,13.601233137325394,1.0
4118,9.0,2.0,1.0,2.0,14.27,2.0
4119,,,0.0,1.0,,
4120,3.0,,0.0,1.0,,
4121,,1.0,0.0,1.0,33.05,
4123,,,0.0,1.0,0.0,
4124,,10.0,2.0,1.0,,2.0
4125,1.0,,0.0,2.0,0.0,
4130,,1.0,0.0,1.0,,1.0
4131,1.0,1.0,0.0,2.0,16.15,1.0
4132,,,0.0,1.0,0.0,
4133,4.0,,0.0,1.0,,
4134,,,0.0,1.0,0.0,
4135,,,0.0,1.0,0.0,1.0
4136,,,0.0,2.0,,
4137,,,0.0,1.0,,
4138,,,0.0,1.0,,
4140,,2.0,0.0,1.0,,1.0
4143,,1.0,0.0,1.0,90.08,1.0
4144,,,0.0,1.0,,
4145,,,0.0,1.0,,
4147,,2.0,0.0,2.0,41.38,1.0
4148,,,0.0,1.0,0.0,
4150,,,0.0,1.0,,
4151,19.0,,0.0,1.0,,
4152,,1.0,0.0,1.0,22.35,
4153,,1.0,0.0,1.0,28.68,
4154,,,0.0,1.0,0.0,
4155,2.0,,0.0,1.0,,
4157,,,0.0,1.0,0.0,1.0
4158,5.0,,0.0,3.0,,1.0
4160,,,0.0,1.0,,
4161,2.0,,0.0,1.0,0.0,
4162,10.0,1.0,0.0,2.0,43.2,1.0
4165,,1.0,0.0,1.0,,1.0
4166,,2.0,0.0,1.0,0.0,1.0
4167,,1.0,0.0,1.0,19.19,
4171,,,0.0,1.0,,
4172,,2.0,0.0,1.0,0.0,1.0
4173,,2.0,0.0,1.0,0.0,1.0
4176,,1.0,0.0,1.0,18.36,
4178,,2.0,0.0,1.0,0.0,1.0
4179,,1.0,0.0,1.0,21.86,1.0
4180,,3.0,3.0,2.0,16.36,3.0
4181,,1.0,0.0,3.0,12.33,1.0
4182,,,0.0,1.0,,
4183,,2.0,0.0,1.0,67.53,
4184,,,0.0,1.0,0.0,
4185,,,0.0,2.0,,
4186,1.0,,0.0,1.0,,
4188,,1.0,0.0,1.0,49.0,1.0
4189,,1.0,0.0,1.0,28.33,
4190,,1.0,0.0,1.0,34.65,1.0
4191,,2.0,0.0,1.0,0.0,1.0
4192,,,0.0,1.0,,
4193,2.0,,0.0,2.0,,
4194,,1.0,0.0,1.0,54.44,1.0
4195,,,0.0,1.0,0.0,1.0
4196,,,0.0,1.0,0.0,
4197,,,0.0,1.0,0.0,
4198,,3.0,1.0,1.0,21.55,1.0
4199,,,0.0,1.0,,
4200,3.0,,0.0,1.0,,
4201,,,0.0,1.0,0.0,
4203,,,0.0,1.0,0.0,
4204,1.0,,0.0,1.0,0.0,
4205,,2.0,1.0,1.0,20.33,2.0
4206,,2.0,0.0,1.0,,1.0
4207,,3.0,2.0,1.0,,3.0
4208,8.0,,0.0,1.0,,
4209,5.0,,0.0,1.0,,
4210,,2.0,0.0,1.0,26.14,1.0
4211,4.0,1.0,0.0,2.0,0.0,1.0
4212,3.0,,0.0,2.0,,
4213,,,0.0,1.0,,
4214,,3.0,0.0,1.0,0.0,
4215,,3.0,1.0,1.0,0.0,2.0
4216,,1.0,0.0,1.0,25.78,
4217,,3.0,3.0,1.0,0.0,4.0
4218,,,0.0,1.0,,
4219,2.0,,0.0,3.0,,
4220,4.0,,0.0,1.0,,
4221,,6.0,5.0,1.0,,6.0
4223,1.0,,0.0,1.0,,
4224,,1.0,0.0,1.0,97.56,1.0
4225,,,0.0,1.0,0.0,1.0
4226,,,0.0,1.0,,
4228,2.0,,0.0,2.0,,
4229,,,0.0,1.0,0.0,
4230,,1.0,0.0,1.0,20.45,
4231,,,0.0,1.0,,1.0
4232,1.0,,0.0,1.0,0.0,
4233,,4.0,2.0,1.0,,2.0
4236,4.0,,0.0,1.0,,
4237,,,0.0,1.0,0.0,
4238,2.0,1.0,0.0,2.0,31.39,1.0
4239,,,0.0,1.0,0.0,
4240,,,0.0,1.0,,
4241,,,0.0,1.0,,
4242,,7.0,2.0,1.0,23.58,2.0
4243,,,0.0,1.0,0.0,
4245,2.0,1.0,0.0,1.0,68.42,1.0
4246,2.0,,0.0,2.0,,1.0
4247,4.0,,0.0,1.0,,
4248,,1.0,0.0,1.0,17.93,1.0
4249,,,0.0,1.0,,
4250,,2.0,0.0,2.0,,1.0
4251,,,0.0,1.0,0.0,
4252,,1.0,0.0,1.0,30.91,1.0
4254,,,0.0,1.0,0.0,1.0
4255,,2.0,1.0,1.0,,2.0
4256,4.0,,0.0,1.0,,
4257,,1.0,0.0,1.0,13.332890191862225,1.0
4258,,4.0,1.0,1.0,,2.0
4259,,,0.0,1.0,0.0,
4260,,1.0,0.0,2.0,20.42,
4261,,,0.0,1.0,0.0,
4262,,,0.0,1.0,0.0,
4263,1.0,1.0,0.0,1.0,23.98,1.0
4264,4.0,1.0,0.0,2.0,25.71,1.0
4266,,3.0,2.0,1.0,,3.0
4268,5.0,1.0,0.0,2.0,0.0,1.0
4269,1.0,,0.0,2.0,,
4270,,,0.0,1.0,0.0,
4271,,1.0,0.0,4.0,,1.0
4272,,3.0,0.0,1.0,,1.0
4273,,6.0,4.0,1.0,,5.0
4274,,,0.0,1.0,,
4275,5.0,1.0,0.0,2.0,24.74,1.0
4277,,3.0,2.0,1.0,,3.0
4279,4.0,,0.0,1.0,,
4281,50.0,,0.0,1.0,,
4282,,,0.0,2.0,0.0,
4283,,,0.0,1.0,,
4284,,,0.0,1.0,,
4286,,1.0,0.0,1.0,18.73,1.0
4287,,1.0,0.0,1.0,,1.0
4288,2.0,,0.0,1.0,0.0,
4289,,,0.0,1.0,0.0,
4290,46.0,,0.0,1.0,,
4292,,,0.0,1.0,,1.0
4293,,1.0,0.0,1.0,19.8,1.0
4294,,1.0,0.0,1.0,39.9,
4295,,1.0,0.0,1.0,49.71,
4296,,2.0,1.0,1.0,72.25,1.0
4297,,5.0,0.0,2.0,39.25,1.0
4298,,,0.0,1.0,,
4299,,2.0,0.0,1.0,,1.0
4300,,1.0,1.0,2.0,0.0,2.0
4301,4.0,1.0,0.0,1.0,10.05,1.0
4302,,,0.0,1.0,,
4304,,,0.0,1.0,0.0,
4305,,4.0,1.0,1.0,,2.0
4306,,4.0,1.0,1.0,0.0,2.0
4307,,,0.0,1.0,,
4308,4.0,,0.0,1.0,,
4309,,,0.0,1.0,0.0,
4311,,3.0,1.0,1.0,,1.0
4312,5.0,,0.0,1.0,,
4314,,,0.0,1.0,,
4317,,,0.0,1.0,,
4318,,1.0,0.0,1.0,28.8,1.0
4319,,1.0,0.0,1.0,20.71,
4320,,,0.0,1.0,,
4321,,2.0,0.0,1.0,,1.0
4322,,,0.0,1.0,,
4323,,1.0,0.0,1.0,0.0,1.0
4324,,,0.0,1.0,0.0,
4325,,1.0,0.0,1.0,24.21,1.0
4326,,1.0,0.0,1.0,0.0,1.0
4327,,9.0,2.0,1.0,,3.0
4328,,1.0,0.0,1.0,36.0,
4331,,1.0,0.0,1.0,21.8,
4332,1.0,1.0,0.0,2.0,24.54,1.0
4333,,,0.0,1.0,0.0,1.0
4334,,1.0,0.0,1.0,19.07,1.0
4336,,5.0,0.0,1.0,,1.0
4337,,2.0,3.0,1.0,,2.0
4338,,1.0,0.0,1.0,23.55,
4339,,1.0,0.0,1.0,6.03,
4342,,1.0,0.0,1.0,30.59,1.0
4344,,,0.0,1.0,0.0,
4345,,,0.0,1.0,,
4346,2.0,,0.0,1.0,,
4347,,,0.0,1.0,0.0,
4348,6.0,,0.0,1.0,,
4349,,2.0,1.0,1.0,16.63,2.0
4350,,2.0,3.0,2.0,,2.0
4352,,,0.0,1.0,,
4353,,,0.0,1.0,0.0,
4354,,,0.0,1.0,,
4355,,1.0,0.0,1.0,54.46,
4356,,,0.0,1.0,0.0,
4357,,1.0,0.0,1.0,37.56,1.0
4358,,,0.0,1.0,,
4359,5.0,,0.0,1.0,,
4361,,,0.0,1.0,,
4362,,,0.0,1.0,,
4363,,1.0,0.0,1.0,29.16,1.0
4364,,,0.0,1.0,0.0,
4366,3.0,,0.0,1.0,0.0,
4367,,3.0,2.0,1.0,,3.0
4369,,1.0,0.0,1.0,26.21,1.0
4371,,2.0,1.0,1.0,0.0,2.0
4372,,,0.0,3.0,,
4373,3.0,,0.0,2.0,,
4376,,1.0,0.0,1.0,25.49,1.0
4377,,1.0,0.0,1.0,5.01,1.0
4378,,,0.0,1.0,0.0,
4380,1.0,,0.0,1.0,,
4381,,1.0,0.0,1.0,29.34,
4382,2.0,2.0,0.0,2.0,,1.0
4383,,1.0,0.0,1.0,65.25,1.0
4385,,,0.0,1.0,0.0,
4387,48.0,11.0,0.0,2.0,611.1700000000002,1.0
4389,,1.0,0.0,1.0,21.65,
4390,6.0,2.0,0.0,2.0,46.95,1.0
4391,,1.0,0.0,1.0,21.3,1.0
4394,,4.0,3.0,1.0,,4.0
4396,,7.0,1.0,1.0,,2.0
4397,5.0,2.0,0.0,3.0,181.46,1.0
4400,,,0.0,1.0,0.0,
4403,,1.0,0.0,2.0,24.98,1.0
4404,,2.0,1.0,2.0,69.48,1.0
4405,,3.0,0.0,2.0,,1.0
4406,,1.0,0.0,1.0,20.51,
4407,,1.0,0.0,1.0,31.7,
4410,,2.0,0.0,1.0,,1.0
4411,22.0,,0.0,1.0,,
4412,,,0.0,1.0,,
4413,,1.0,0.0,1.0,20.44,
4414,,,0.0,1.0,0.0,
4415,4.0,,0.0,1.0,,
4417,,1.0,0.0,1.0,21.86,
4418,4.0,1.0,0.0,2.0,28.86,1.0
4419,7.0,,0.0,2.0,,
4421,,1.0,0.0,1.0,4.74,1.0
4422,,2.0,0.0,1.0,113.39,1.0
4423,2.0,1.0,0.0,2.0,19.49,1.0
4424,,1.0,0.0,2.0,20.08,1.0
4426,1.0,1.0,0.0,2.0,0.5,1.0
4427,,32.0,30.0,3.0,,10.0
4428,,2.0,0.0,1.0,25.47,1.0
4429,,,0.0,1.0,0.0,
4430,6.0,3.0,0.0,2.0,,1.0
4431,,1.0,0.0,1.0,50.05,1.0
4432,,,0.0,1.0,0.0,
4433,,1.0,0.0,1.0,26.19,1.0
4434,,,0.0,1.0,,
4436,,,0.0,1.0,,
4437,,,0.0,1.0,,
4438,,,0.0,1.0,0.0,
4440,,,0.0,1.0,,
4441,,2.0,2.0,1.0,,1.0
4442,,4.0,0.0,2.0,,1.0
4443,,1.0,0.0,1.0,25.09,
4445,,1.0,0.0,1.0,41.73,
4446,,1.0,0.0,1.0,22.02,
4447,,1.0,0.0,1.0,,
4448,2.0,,0.0,1.0,,
4449,,1.0,0.0,1.0,23.14,1.0
4450,,1.0,0.0,1.0,59.57,1.0
4451,,1.0,0.0,1.0,18.12,
4452,3.0,,0.0,1.0,,
4453,,,0.0,1.0,,
4455,,1.0,0.0,1.0,27.26,
4457,,2.0,0.0,1.0,,1.0
4458,,1.0,0.0,1.0,19.37,
4459,,1.0,0.0,1.0,18.25,
4460,,1.0,0.0,1.0,22.58,1.0
4461,,1.0,0.0,1.0,15.19,1.0
4462,,,0.0,1.0,0.0,
4463,,2.0,0.0,1.0,,1.0
4464,,,0.0,1.0,,
4466,,,0.0,1.0,,
4467,2.0,,0.0,1.0,,
4468,,1.0,0.0,2.0,22.29,1.0
4470,,1.0,0.0,1.0,29.5,
4471,,4.0,1.0,1.0,55.71,2.0
4472,,2.0,0.0,1.0,201.82,1.0
4474,,1.0,0.0,1.0,32.44,1.0
4476,2.0,1.0,0.0,2.0,0.5,1.0
4477,,1.0,0.0,1.0,56.01,1.0
4478,,1.0,0.0,1.0,20.49,
4480,1.0,,0.0,1.0,,
4481,,1.0,0.0,1.0,25.74,1.0
4482,,6.0,0.0,1.0,,1.0
4483,1.0,,0.0,1.0,,
4484,,,0.0,1.0,,
4485,8.0,,0.0,1.0,,
4486,,,0.0,1.0,,
4487,7.0,,0.0,2.0,,
4490,,,0.0,1.0,0.0,
4493,,1.0,0.0,1.0,,1.0
4496,,1.0,0.0,1.0,827.24,1.0
4497,5.0,,0.0,1.0,,
4498,,,0.0,1.0,0.0,
4499,,1.0,0.0,1.0,0.0,1.0
4500,,,0.0,1.0,0.0,
4503,,2.0,0.0,1.0,0.0,1.0
4504,,,0.0,1.0,0.0,
4505,5.0,1.0,1.0,2.0,,2.0
4506,,,0.0,1.0,,
4507,21.0,,0.0,1.0,,
4509,6.0,,0.0,1.0,,
4510,,,0.0,1.0,0.0,
4511,,1.0,0.0,1.0,29.57,
4512,,,0.0,1.0,0.0,
4513,,,0.0,1.0,,
4515,2.0,1.0,0.0,1.0,22.36,1.0
4516,,,0.0,1.0,0.0,
4517,,2.0,1.0,1.0,0.0,2.0
4518,12.0,1.0,0.0,2.0,49.98,1.0
4519,,2.0,0.0,1.0,50.7,1.0
4520,,,0.0,1.0,,
4521,,2.0,0.0,1.0,0.0,1.0
4522,2.0,,0.0,2.0,,
4524,,3.0,2.0,1.0,,3.0
4525,3.0,,0.0,1.0,,
4526,,1.0,0.0,1.0,48.52,1.0
4527,,,0.0,1.0,0.0,1.0
4528,,1.0,0.0,2.0,28.0,1.0
4531,1.0,,0.0,1.0,0.0,
4532,,1.0,0.0,1.0,27.97,
4533,,1.0,0.0,1.0,25.25,
4535,,1.0,0.0,1.0,4.79,
4536,,7.0,7.0,1.0,,7.0
4538,1.0,1.0,0.0,2.0,0.5,1.0
4539,,,0.0,1.0,,
4540,,1.0,0.0,1.0,0.0,1.0
4543,,1.0,0.0,1.0,23.47,
4544,,,0.0,1.0,0.0,
4545,,,0.0,1.0,0.0,
4546,,1.0,0.0,2.0,50.52,
4547,5.0,1.0,0.0,2.0,44.31,1.0
4548,,,0.0,2.0,,
4549,,,0.0,1.0,0.0,
4550,,1.0,0.0,1.0,69.82,
4551,,,0.0,1.0,0.0,
4552,5.0,,0.0,1.0,,
4553,25.0,,0.0,1.0,,
4554,,,0.0,1.0,0.0,
4555,10.0,,0.0,1.0,,
4556,,,0.0,1.0,,
4558,,1.0,1.0,1.0,0.0,2.0
4559,6.0,1.0,0.0,1.0,91.97,1.0
4560,,1.0,0.0,1.0,29.77,1.0
4561,,1.0,0.0,1.0,32.4,
4562,4.0,,0.0,1.0,,
4563,,1.0,0.0,1.0,,1.0
4564,,,0.0,1.0,,
4565,,8.0,3.0,1.0,,1.0
4566,3.0,1.0,0.0,3.0,19.75,1.0
4568,2.0,,0.0,2.0,0.0,
4569,,,0.0,1.0,0.0,
4570,1.0,2.0,1.0,3.0,4.33,2.0
4571,,,0.0,1.0,0.0,
4572,1.0,,0.0,2.0,0.0,1.0
4573,5.0,,0.0,1.0,,
4574,,1.0,0.0,1.0,29.83,1.0
4575,,1.0,0.0,1.0,65.91,1.0
4578,,1.0,0.0,1.0,0.0,
4579,,2.0,2.0,1.0,,2.0
4581,,,0.0,1.0,,
4582,,3.0,2.0,2.0,,3.0
4583,,,0.0,1.0,,
4584,12.0,,0.0,1.0,,
4585,,2.0,1.0,1.0,99.27,2.0
4587,,,0.0,1.0,,
4589,,1.0,0.0,1.0,59.8,
4590,,,0.0,1.0,,
4591,,,0.0,1.0,0.0,
4593,4.0,,0.0,2.0,0.0,1.0
4594,,,0.0,1.0,,
4595,,,0.0,1.0,,
4596,,1.0,0.0,1.0,79.07,1.0
4597,,1.0,0.0,1.0,59.0,1.0
4599,,,0.0,1.0,,
4600,1.0,,0.0,1.0,,
4601,,1.0,0.0,1.0,52.91,1.0
4602,1.0,,0.0,1.0,,
4603,3.0,,0.0,1.0,0.0,
4605,,1.0,0.0,1.0,17.04,
4606,,1.0,0.0,1.0,22.44,
4607,,5.0,0.0,1.0,,1.0
4608,,,0.0,1.0,0.0,
4609,,1.0,0.0,1.0,30.04,1.0
4610,6.0,2.0,1.0,4.0,1668.3200000000004,2.0
4612,,,0.0,1.0,,
4613,17.0,,0.0,1.0,,
4614,,,0.0,1.0,0.0,
4615,,1.0,0.0,1.0,38.52,
4617,,,0.0,1.0,,
4619,1.0,,0.0,1.0,,
4620,,1.0,0.0,1.0,51.8,
4621,,1.0,2.0,1.0,0.0,2.0
4622,50.0,,0.0,1.0,,
4623,,1.0,0.0,1.0,15.77,1.0
4624,,1.0,0.0,1.0,0.0,1.0
4627,,1.0,0.0,1.0,32.77,
4629,50.0,,0.0,1.0,,
4630,51.0,,0.0,1.0,,
4631,,1.0,0.0,1.0,55.29,1.0
4632,50.0,,0.0,1.0,,
4633,,,0.0,1.0,0.0,
4634,,1.0,0.0,1.0,45.7,1.0
4635,,1.0,0.0,1.0,18.1,
4636,,1.0,0.0,2.0,35.81,1.0
4639,2.0,,0.0,2.0,,1.0
4642,,1.0,0.0,1.0,54.75,1.0
4643,2.0,,0.0,1.0,,
4644,2.0,10.0,2.0,2.0,23.5,2.0
4645,,1.0,0.0,1.0,50.48,1.0
4648,,1.0,0.0,1.0,21.95,1.0
4649,,,0.0,1.0,0.0,
4650,,,0.0,1.0,0.0,
4651,,2.0,1.0,2.0,33.14,1.0
4653,,2.0,1.0,1.0,49.75,2.0
4654,,2.0,0.0,1.0,0.0,1.0
4656,,,0.0,1.0,,
4657,,,0.0,1.0,,
4658,4.0,2.0,0.0,2.0,60.53,1.0
4659,,1.0,0.0,1.0,17.44,
4660,1.0,1.0,0.0,2.0,21.61,1.0
4661,1.0,,0.0,1.0,,
4662,,,0.0,1.0,0.0,1.0
4663,3.0,1.0,0.0,2.0,16.95,1.0
4666,,,0.0,1.0,0.0,
4667,,,0.0,1.0,,
4668,,1.0,0.0,1.0,20.61,1.0
4669,,1.0,0.0,1.0,15.8,1.0
4670,,,0.0,1.0,0.0,
4671,,,0.0,1.0,,
4672,3.0,,0.0,1.0,,
4673,,2.0,0.0,1.0,,1.0
4675,,1.0,0.0,1.0,23.91,1.0
4676,5.0,1.0,0.0,2.0,0.0,1.0
4677,,,0.0,1.0,0.0,1.0
4678,,1.0,0.0,1.0,22.9,
4679,37.0,,0.0,1.0,,
4680,,1.0,0.0,1.0,43.14,1.0
4681,,,0.0,1.0,,
4682,,,0.0,1.0,0.0,1.0
4683,8.0,2.0,0.0,5.0,78.2,1.0
4684,3.0,,0.0,1.0,,
4685,1.0,,0.0,1.0,0.0,
4686,,1.0,0.0,1.0,12.54,1.0
4687,,,0.0,1.0,,
4688,,1.0,0.0,1.0,0.0,1.0
4689,,1.0,0.0,2.0,44.21,1.0
4690,1.0,,0.0,1.0,,
4692,,,0.0,1.0,,
4693,,1.0,0.0,1.0,35.67,1.0
4694,,1.0,0.0,1.0,18.42,
4697,,,0.0,1.0,0.0,
4698,,1.0,0.0,1.0,51.09,
4699,5.0,,0.0,1.0,,
4700,,2.0,0.0,3.0,4.616228190079249,1.0
4701,,1.0,0.0,1.0,26.11,1.0
4702,,,0.0,1.0,0.0,
4703,,,0.0,1.0,0.0,
4704,,1.0,0.0,1.0,24.46,
4705,,,0.0,1.0,,
4706,17.0,,0.0,1.0,,
4707,,,0.0,2.0,,
4708,3.0,1.0,0.0,2.0,24.7,1.0
4709,,1.0,0.0,1.0,30.62,1.0
4710,,2.0,0.0,1.0,0.0,1.0
4711,6.0,3.0,2.0,2.0,0.0,3.0
4712,,,0.0,1.0,,
4713,,,0.0,1.0,,
4714,,,0.0,1.0,,
4716,,1.0,0.0,1.0,0.0,1.0
4718,,1.0,0.0,1.0,18.1,1.0
4719,,,0.0,1.0,0.0,
4720,16.0,4.0,0.0,2.0,,1.0
4721,7.0,,0.0,1.0,,
4723,,,0.0,1.0,0.0,
4725,,5.0,7.0,2.0,0.0,4.0
4726,,2.0,0.0,1.0,0.0,1.0
4727,,,0.0,1.0,0.0,
4728,,3.0,0.0,1.0,,1.0
4729,,,0.0,1.0,,
4730,,,0.0,1.0,0.0,
4731,,1.0,0.0,1.0,43.22,1.0
4733,,10.0,0.0,1.0,,1.0
4734,,1.0,0.0,2.0,50.29,
4735,,1.0,0.0,1.0,47.52,1.0
4736,,1.0,0.0,1.0,24.38,1.0
4737,,1.0,0.0,1.0,41.89,
4738,,1.0,0.0,1.0,14.53,
4739,,,0.0,1.0,0.0,
4741,3.0,,0.0,1.0,0.0,
4742,,1.0,0.0,1.0,47.52,1.0
4743,,,0.0,1.0,0.0,
4744,,1.0,0.0,1.0,38.08,1.0
4745,2.0,1.0,0.0,2.0,0.5,1.0
4746,4.0,1.0,0.0,2.0,9.74,1.0
4747,,,0.0,1.0,0.0,
4748,,,0.0,1.0,0.0,
4749,,,0.0,1.0,0.0,
4750,22.0,,0.0,1.0,,
4751,5.0,4.0,3.0,2.0,0.0,2.0
4752,,1.0,0.0,1.0,16.1,
4754,5.0,,0.0,3.0,0.0,
4755,1.0,,0.0,2.0,,
4756,,1.0,0.0,1.0,19.33,
4757,4.0,,0.0,2.0,0.0,1.0
4758,5.0,,0.0,1.0,,
4760,,,0.0,1.0,0.0,
4761,4.0,,0.0,1.0,,
4762,,1.0,0.0,1.0,25.43,
4764,,,0.0,1.0,,
4765,2.0,1.0,0.0,2.0,43.56,1.0
4766,,,0.0,1.0,0.0,
4767,,,0.0,1.0,0.0,1.0
4768,2.0,,0.0,1.0,,
4769,3.0,1.0,0.0,1.0,23.5,1.0
4771,1.0,,0.0,1.0,,
4772,,3.0,1.0,1.0,,2.0
4774,,2.0,1.0,1.0,,2.0
4775,,1.0,0.0,1.0,16.03,
4776,,1.0,0.0,1.0,19.99,
4778,,,0.0,1.0,,
4779,,7.0,4.0,1.0,37.78,3.0
4780,,1.0,0.0,1.0,12.13,1.0
4781,,,0.0,1.0,,
4782,,1.0,0.0,1.0,0.0,1.0
4783,4.0,,0.0,1.0,,
4784,,,0.0,1.0,0.0,
4789,5.0,1.0,0.0,2.0,63.05,1.0
4790,1.0,,0.0,1.0,,
4791,1.0,1.0,0.0,2.0,15.59,1.0
4792,,,0.0,1.0,0.0,
4793,,,0.0,1.0,,
4795,,1.0,0.0,1.0,25.47,1.0
4796,,,0.0,1.0,0.0,1.0
4797,,1.0,0.0,1.0,27.98,
4798,,,0.0,1.0,,
4800,,1.0,0.0,1.0,35.15,
4801,,,0.0,1.0,0.0,
4802,,1.0,0.0,1.0,27.53,
4803,,3.0,0.0,2.0,,
4804,50.0,,0.0,1.0,,
4805,,,0.0,1.0,,
4806,1.0,,0.0,1.0,0.0,
4808,,,0.0,1.0,0.0,
4810,3.0,,0.0,1.0,,
4811,,1.0,0.0,1.0,43.46,
4812,,,0.0,1.0,0.0,
4814,,,0.0,1.0,0.0,
4815,50.0,,0.0,1.0,,
4816,,,0.0,1.0,0.0,
4817,,1.0,0.0,1.0,25.12,1.0
4819,,1.0,0.0,1.0,25.94,
4820,4.0,,0.0,1.0,,
